"Plot Title: 20036649 Audubon 01"
"#","Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
914,04/15/18 02:15:00 AM,25579.7,21.11
915,04/15/18 02:30:00 AM,25482.2,21.03
916,04/15/18 02:45:00 AM,25504.0,21.02
917,04/15/18 03:00:00 AM,25561.8,20.95
918,04/15/18 03:15:00 AM,25432.6,20.80
919,04/15/18 03:30:00 AM,25345.8,20.66
920,04/15/18 03:45:00 AM,25460.3,20.70
921,04/15/18 04:00:00 AM,25478.2,20.69
922,04/15/18 04:15:00 AM,25615.8,20.72
923,04/15/18 04:30:00 AM,25541.8,20.69
924,04/15/18 04:45:00 AM,25597.7,20.70
925,04/15/18 05:00:00 AM,25587.7,20.70
926,04/15/18 05:15:00 AM,25545.8,20.60
927,04/15/18 05:30:00 AM,25478.2,20.46
928,04/15/18 05:45:00 AM,25326.2,20.34
929,04/15/18 06:00:00 AM,25156.2,20.08
930,04/15/18 06:15:00 AM,25253.7,20.20
931,04/15/18 06:30:00 AM,25314.4,20.22
932,04/15/18 06:45:00 AM,25408.9,20.15
933,04/15/18 07:00:00 AM,25416.8,20.07
934,04/15/18 07:15:00 AM,24955.6,19.65
935,04/15/18 07:30:00 AM,24627.7,19.40
936,04/15/18 07:45:00 AM,24663.4,19.18
937,04/15/18 08:00:00 AM,24748.2,19.32
938,04/15/18 08:15:00 AM,24616.4,19.34
939,04/15/18 08:30:00 AM,24812.6,19.48
940,04/15/18 08:45:00 AM,24640.8,19.52
941,04/15/18 09:00:00 AM,25698.1,20.33
942,04/15/18 09:15:00 AM,25283.0,19.96
943,04/15/18 09:30:00 AM,25230.2,20.01
944,04/15/18 09:45:00 AM,25156.2,19.95
945,04/15/18 10:00:00 AM,25109.7,19.96
946,04/15/18 10:15:00 AM,25216.6,19.97
947,04/15/18 10:30:00 AM,24992.1,20.03
948,04/15/18 10:45:00 AM,24595.8,20.13
949,04/15/18 11:00:00 AM,24881.1,20.38
950,04/15/18 11:15:00 AM,25094.2,20.72
951,04/15/18 11:30:00 AM,25369.4,21.15
952,04/15/18 11:45:00 AM,25424.7,21.24
953,04/15/18 12:00:00 PM,25428.7,21.39
954,04/15/18 12:15:00 PM,25478.2,21.38
955,04/15/18 12:30:00 PM,25456.4,21.45
956,04/15/18 12:45:00 PM,25547.8,21.61
957,04/15/18 01:00:00 PM,25686.0,21.85
958,04/15/18 01:15:00 PM,25750.6,21.91
959,04/15/18 01:30:00 PM,25736.4,21.96
960,04/15/18 01:45:00 PM,25795.1,22.01
961,04/15/18 02:00:00 PM,25653.9,22.14
962,04/15/18 02:15:00 PM,25801.2,22.18
963,04/15/18 02:30:00 PM,25854.0,22.24
964,04/15/18 02:45:00 PM,25858.1,22.29
965,04/15/18 03:00:00 PM,25929.6,22.41
966,04/15/18 03:15:00 PM,25923.4,22.51
967,04/15/18 03:30:00 PM,26013.7,22.68
968,04/15/18 03:45:00 PM,26096.3,22.86
969,04/15/18 04:00:00 PM,26125.3,22.94
970,04/15/18 04:15:00 PM,26152.3,22.96
971,04/15/18 04:30:00 PM,26218.9,23.02
972,04/15/18 04:45:00 PM,26152.3,23.02
973,04/15/18 05:00:00 PM,26162.7,22.98
974,04/15/18 05:15:00 PM,26119.1,22.95
975,04/15/18 05:30:00 PM,26168.9,23.03
976,04/15/18 05:45:00 PM,26173.1,23.10
977,04/15/18 06:00:00 PM,26231.4,23.16
978,04/15/18 06:15:00 PM,26198.0,23.16
979,04/15/18 06:30:00 PM,26216.8,23.17
980,04/15/18 06:45:00 PM,26218.9,23.01
981,04/15/18 07:00:00 PM,26042.6,22.83
982,04/15/18 07:15:00 PM,26106.6,22.87
983,04/15/18 07:30:00 PM,26133.6,22.89
984,04/15/18 07:45:00 PM,26123.2,22.84
985,04/15/18 08:00:00 PM,26218.9,22.81
986,04/15/18 08:15:00 PM,26185.5,22.86
987,04/15/18 08:30:00 PM,26156.4,22.86
988,04/15/18 08:45:00 PM,26177.2,22.84
989,04/15/18 09:00:00 PM,25989.0,22.69
990,04/15/18 09:15:00 PM,25647.8,22.39
991,04/15/18 09:30:00 PM,25663.9,22.14
992,04/15/18 09:45:00 PM,25732.4,22.22
993,04/15/18 10:00:00 PM,25710.2,22.14
994,04/15/18 10:15:00 PM,25643.8,21.97
995,04/15/18 10:30:00 PM,25653.9,21.88
996,04/15/18 10:45:00 PM,27185.5,22.35
997,04/15/18 11:00:00 PM,28145.0,22.08
998,04/15/18 11:15:00 PM,28195.1,22.20
999,04/15/18 11:30:00 PM,28173.6,22.16
1000,04/15/18 11:45:00 PM,28327.3,21.93
1001,04/16/18 12:00:00 AM,27673.5,22.01
1002,04/16/18 12:15:00 AM,28057.0,22.09
1003,04/16/18 12:30:00 AM,28064.1,22.12
1004,04/16/18 12:45:00 AM,27885.0,21.92
1005,04/16/18 01:00:00 AM,27549.4,21.74
1006,04/16/18 01:15:00 AM,27558.5,21.69
1007,04/16/18 01:30:00 AM,27399.1,21.62
1008,04/16/18 01:45:00 AM,27331.3,21.59
1009,04/16/18 02:00:00 AM,27158.8,21.60
1010,04/16/18 02:15:00 AM,27178.9,21.54
1011,04/16/18 02:30:00 AM,27237.0,21.51
1012,04/16/18 02:45:00 AM,27331.3,21.60
1013,04/16/18 03:00:00 AM,25308.5,21.53
1014,04/16/18 03:15:00 AM,27537.9,21.54
1015,04/16/18 03:30:00 AM,27533.3,21.51
1016,04/16/18 03:45:00 AM,27331.3,21.40
1017,04/16/18 04:00:00 AM,27210.1,21.26
1018,04/16/18 04:15:00 AM,27408.2,21.29
1019,04/16/18 04:30:00 AM,27613.6,21.38
1020,04/16/18 04:45:00 AM,27490.0,21.39
1021,04/16/18 05:00:00 AM,27272.8,21.25
1022,04/16/18 05:15:00 AM,27356.1,21.18
1023,04/16/18 05:30:00 AM,27299.8,21.10
1024,04/16/18 05:45:00 AM,27387.8,21.11
1025,04/16/18 06:00:00 AM,27272.8,20.96
1026,04/16/18 06:15:00 AM,27613.6,21.31
1027,04/16/18 06:30:00 AM,27735.9,21.32
1028,04/16/18 06:45:00 AM,27694.2,21.22
1029,04/16/18 07:00:00 AM,27622.8,21.08
1030,04/16/18 07:15:00 AM,27565.4,21.13
1031,04/16/18 07:30:00 AM,27560.8,21.24
1032,04/16/18 07:45:00 AM,27759.1,21.33
1033,04/16/18 08:00:00 AM,27754.5,21.33
1034,04/16/18 08:15:00 AM,27401.4,21.17
1035,04/16/18 08:30:00 AM,26486.4,20.16
1036,04/16/18 08:45:00 AM,24248.0,17.98
1037,04/16/18 09:00:00 AM,24200.5,17.92
1038,04/16/18 09:15:00 AM,23914.9,17.79
1039,04/16/18 09:30:00 AM,24310.3,18.00
1040,04/16/18 09:45:00 AM,24532.3,18.19
1041,04/16/18 10:00:00 AM,24642.7,18.31
1042,04/16/18 10:15:00 AM,24736.8,18.46
1043,04/16/18 10:30:00 AM,24767.1,18.53
1044,04/16/18 10:45:00 AM,24793.6,18.58
1045,04/16/18 11:00:00 AM,24938.4,18.74
1046,04/16/18 11:15:00 AM,24793.6,18.74
1047,04/16/18 11:30:00 AM,24806.9,18.91
1048,04/16/18 11:45:00 AM,24953.7,18.96
1049,04/16/18 12:00:00 PM,25271.3,19.37
1050,04/16/18 12:15:00 PM,25166.0,19.28
1051,04/16/18 12:30:00 PM,25339.9,19.48
1052,04/16/18 12:45:00 PM,25257.6,19.70
1053,04/16/18 01:00:00 PM,25359.6,19.77
1054,04/16/18 01:15:00 PM,25551.8,20.73
1055,04/16/18 01:30:00 PM,25527.9,20.36
1056,04/16/18 01:45:00 PM,25665.9,20.68
1057,04/16/18 02:00:00 PM,25694.1,20.75
1058,04/16/18 02:15:00 PM,25738.5,20.57
1059,04/16/18 02:30:00 PM,25905.0,20.71
1060,04/16/18 02:45:00 PM,25888.7,20.92
1061,04/16/18 03:00:00 PM,25911.2,21.08
1062,04/16/18 03:15:00 PM,26009.6,21.14
1063,04/16/18 03:30:00 PM,25987.0,21.25
1064,04/16/18 03:45:00 PM,26048.7,21.39
1065,04/16/18 04:00:00 PM,26059.1,21.54
1066,04/16/18 04:15:00 PM,26094.2,21.60
1067,04/16/18 04:30:00 PM,26106.6,21.62
1068,04/16/18 04:45:00 PM,26131.5,21.70
1069,04/16/18 05:00:00 PM,26160.6,21.76
1070,04/16/18 05:15:00 PM,26158.5,21.77
1071,04/16/18 05:30:00 PM,26135.6,21.74
1072,04/16/18 05:45:00 PM,26088.0,21.68
1073,04/16/18 06:00:00 PM,26044.6,21.61
1074,04/16/18 06:15:00 PM,26040.5,21.53
1075,04/16/18 06:30:00 PM,25982.9,21.41
1076,04/16/18 06:45:00 PM,25931.6,21.29
1077,04/16/18 07:00:00 PM,25841.8,21.11
1078,04/16/18 07:15:00 PM,25726.3,20.94
1079,04/16/18 07:30:00 PM,25659.9,20.81
1080,04/16/18 07:45:00 PM,25639.8,20.69
1081,04/16/18 08:00:00 PM,25601.7,20.56
1082,04/16/18 08:15:00 PM,25553.8,20.41
1083,04/16/18 08:30:00 PM,25460.3,20.22
1084,04/16/18 08:45:00 PM,26859.0,20.70
1085,04/16/18 09:00:00 PM,27118.8,20.88
1086,04/16/18 09:15:00 PM,27313.3,21.00
1087,04/16/18 09:30:00 PM,26743.9,20.57
1088,04/16/18 09:45:00 PM,25903.0,19.87
1089,04/16/18 10:00:00 PM,25067.2,19.23
1090,04/16/18 10:15:00 PM,25046.0,19.05
1091,04/16/18 10:30:00 PM,24949.9,18.90
1092,04/16/18 10:45:00 PM,25034.4,18.87
1093,04/16/18 11:00:00 PM,24867.7,18.61
1094,04/16/18 11:15:00 PM,26885.2,20.01
1095,04/16/18 11:30:00 PM,26913.7,20.01
1096,04/16/18 11:45:00 PM,26503.5,19.63
1097,04/17/18 12:00:00 AM,26395.3,19.38
1098,04/17/18 12:15:00 AM,24765.2,18.16
1099,04/17/18 12:30:00 AM,24511.9,17.72
1100,04/17/18 12:45:00 AM,24493.3,17.57
1101,04/17/18 01:00:00 AM,24408.0,17.42
1102,04/17/18 01:15:00 AM,24345.3,17.17
1103,04/17/18 01:30:00 AM,24242.5,17.04
1104,04/17/18 01:45:00 AM,24402.4,17.18
1105,04/17/18 02:00:00 AM,24640.8,17.31
1106,04/17/18 02:15:00 AM,24778.5,17.41
1107,04/17/18 02:30:00 AM,25156.2,17.71
1108,04/17/18 02:45:00 AM,26258.6,18.34
1109,04/17/18 03:00:00 AM,28320.1,19.42
1110,04/17/18 03:15:00 AM,28028.6,19.04
1111,04/17/18 03:30:00 AM,29062.7,20.26
1112,04/17/18 03:45:00 AM,28185.6,19.07
1113,04/17/18 04:00:00 AM,27052.3,17.65
1114,04/17/18 04:15:00 AM,26835.0,17.30
1115,04/17/18 04:30:00 AM,26657.5,17.10
1116,04/17/18 04:45:00 AM,26597.4,17.12
1117,04/17/18 05:00:00 AM,26544.0,17.14
1118,04/17/18 05:15:00 AM,26431.3,17.18
1119,04/17/18 05:30:00 AM,26612.4,17.33
1120,04/17/18 05:45:00 AM,26743.9,17.47
1121,04/17/18 06:00:00 AM,26704.9,17.41
1122,04/17/18 06:15:00 AM,26750.3,17.42
1123,04/17/18 06:30:00 AM,26739.5,17.44
1124,04/17/18 06:45:00 AM,26724.4,17.46
1125,04/17/18 07:00:00 AM,26668.3,17.38
1126,04/17/18 07:15:00 AM,26618.9,17.37
1127,04/17/18 07:30:00 AM,26599.6,17.33
1128,04/17/18 07:45:00 AM,26599.6,17.38
1129,04/17/18 08:00:00 AM,26666.1,17.34
1130,04/17/18 08:15:00 AM,26750.3,17.45
1131,04/17/18 08:30:00 AM,26586.7,17.24
1132,04/17/18 08:45:00 AM,25665.9,16.20
1133,04/17/18 09:00:00 AM,23963.3,15.12
1134,04/17/18 09:15:00 AM,24035.4,15.26
1135,04/17/18 09:30:00 AM,24026.3,15.09
1136,04/17/18 09:45:00 AM,23854.1,14.89
1137,04/17/18 10:00:00 AM,23979.5,15.23
1138,04/17/18 10:15:00 AM,24156.8,15.48
1139,04/17/18 10:30:00 AM,24378.4,15.75
1140,04/17/18 10:45:00 AM,24350.8,15.84
1141,04/17/18 11:00:00 AM,24384.0,15.87
1142,04/17/18 11:15:00 AM,24685.9,16.32
1143,04/17/18 11:30:00 AM,24875.4,16.62
1144,04/17/18 11:45:00 AM,25102.0,16.88
1145,04/17/18 12:00:00 PM,25094.2,16.93
1146,04/17/18 12:15:00 PM,25127.1,17.01
1147,04/17/18 12:30:00 PM,25228.3,17.23
1148,04/17/18 12:45:00 PM,25326.2,17.42
1149,04/17/18 01:00:00 PM,25426.7,17.63
1150,04/17/18 01:15:00 PM,25412.8,17.72
1151,04/17/18 01:30:00 PM,25486.1,17.87
1152,04/17/18 01:45:00 PM,25601.7,18.06
1153,04/17/18 02:00:00 PM,25740.5,18.42
1154,04/17/18 02:15:00 PM,25764.7,18.54
1155,04/17/18 02:30:00 PM,25919.3,18.85
1156,04/17/18 02:45:00 PM,25984.9,19.02
1157,04/17/18 03:00:00 PM,26110.8,19.28
1158,04/17/18 03:15:00 PM,26235.6,19.38
1159,04/17/18 03:30:00 PM,26258.6,19.47
1160,04/17/18 03:45:00 PM,26323.6,19.67
1161,04/17/18 04:00:00 PM,26391.1,19.92
1162,04/17/18 04:15:00 PM,26501.3,20.33
1163,04/17/18 04:30:00 PM,26446.1,20.24
1164,04/17/18 04:45:00 PM,26509.9,20.35
1165,04/17/18 05:00:00 PM,26618.9,20.26
1166,04/17/18 05:15:00 PM,26509.9,20.10
1167,04/17/18 05:30:00 PM,26435.5,20.15
1168,04/17/18 05:45:00 PM,26633.9,20.27
1169,04/17/18 06:00:00 PM,26629.6,20.28
1170,04/17/18 06:15:00 PM,26606.0,20.35
1171,04/17/18 06:30:00 PM,26674.8,20.30
1172,04/17/18 06:45:00 PM,26674.8,20.24
1173,04/17/18 07:00:00 PM,26861.2,20.35
1174,04/17/18 07:15:00 PM,27034.6,20.42
1175,04/17/18 07:30:00 PM,27798.6,20.92
1176,04/17/18 07:45:00 PM,29027.2,21.45
1177,04/17/18 08:00:00 PM,29251.8,21.51
1178,04/17/18 08:15:00 PM,29105.9,21.45
1179,04/17/18 08:30:00 PM,28986.7,21.44
1180,04/17/18 08:45:00 PM,29167.2,21.39
1181,04/17/18 09:00:00 PM,28659.5,21.24
1182,04/17/18 09:15:00 PM,28216.7,21.14
1183,04/17/18 09:30:00 PM,27724.3,20.94
1184,04/17/18 09:45:00 PM,28042.8,20.99
1185,04/17/18 10:00:00 PM,27565.4,20.42
1186,04/17/18 10:15:00 PM,27458.1,20.31
1187,04/17/18 10:30:00 PM,27453.6,20.22
1188,04/17/18 10:45:00 PM,27163.3,20.00
1189,04/17/18 11:00:00 PM,27078.8,19.98
1190,04/17/18 11:15:00 PM,26957.5,19.87
1191,04/17/18 11:30:00 PM,27023.6,19.87
1192,04/17/18 11:45:00 PM,27172.2,20.04
1193,04/18/18 12:00:00 AM,27553.9,20.26
1194,04/18/18 12:15:00 AM,27576.8,20.46
1195,04/18/18 12:30:00 AM,28104.5,20.71
1196,04/18/18 12:45:00 AM,28341.8,20.87
1197,04/18/18 01:00:00 AM,28531.6,20.96
1198,04/18/18 01:15:00 AM,28642.2,21.05
1199,04/18/18 01:30:00 AM,28706.5,21.06
1200,04/18/18 01:45:00 AM,28475.4,20.95
1201,04/18/18 02:00:00 AM,28689.2,21.05
1202,04/18/18 02:15:00 AM,28848.5,21.09
1203,04/18/18 02:30:00 AM,28758.6,21.07
1204,04/18/18 02:45:00 AM,28771.1,21.08
1205,04/18/18 03:00:00 AM,28843.4,21.08
1206,04/18/18 03:15:00 AM,28706.5,21.01
1207,04/18/18 03:30:00 AM,28796.0,21.01
1208,04/18/18 03:45:00 AM,28713.9,20.92
1209,04/18/18 04:00:00 AM,28666.9,20.92
1210,04/18/18 04:15:00 AM,28538.9,20.84
1211,04/18/18 04:30:00 AM,28475.4,20.72
1212,04/18/18 04:45:00 AM,28400.0,20.63
1213,04/18/18 05:00:00 AM,28195.1,20.48
1214,04/18/18 05:15:00 AM,28283.9,20.42
1215,04/18/18 05:30:00 AM,28245.5,20.38
1216,04/18/18 05:45:00 AM,28228.7,20.31
1217,04/18/18 06:00:00 AM,28137.8,20.16
1218,04/18/18 06:15:00 AM,27833.6,19.94
1219,04/18/18 06:30:00 AM,27657.3,19.63
1220,04/18/18 06:45:00 AM,27632.0,19.58
1221,04/18/18 07:00:00 AM,27648.1,19.49
1222,04/18/18 07:15:00 AM,27576.8,19.40
1223,04/18/18 07:30:00 AM,27576.8,19.35
1224,04/18/18 07:45:00 AM,27849.9,19.63
1225,04/18/18 08:00:00 AM,27798.6,19.52
1226,04/18/18 08:15:00 AM,27652.7,19.35
1227,04/18/18 08:30:00 AM,27299.8,18.96
1228,04/18/18 08:45:00 AM,27710.4,19.38
1229,04/18/18 09:00:00 AM,27661.9,19.49
1230,04/18/18 09:15:00 AM,27645.8,19.52
1231,04/18/18 09:30:00 AM,28183.2,19.93
1232,04/18/18 09:45:00 AM,28080.7,19.82
1233,04/18/18 10:00:00 AM,27544.8,19.41
1234,04/18/18 10:15:00 AM,27521.9,19.38
1235,04/18/18 10:30:00 AM,28147.4,20.01
1236,04/18/18 10:45:00 AM,27770.7,19.86
1237,04/18/18 11:00:00 AM,26659.7,19.19
1238,04/18/18 11:15:00 AM,1765.4,15.37
1239,04/18/18 11:30:00 AM,487.0,17.44
1240,04/18/18 11:45:00 AM,265.3,17.83
