"Plot Title: 20036649 Audubon 01"
"#","Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
1,04/05/18 02:00:00 PM,23019.3,20.69
2,04/05/18 02:15:00 PM,22691.7,20.92
3,04/05/18 02:30:00 PM,22507.9,21.07
4,04/05/18 02:45:00 PM,22034.9,21.77
5,04/05/18 03:00:00 PM,20642.6,22.60
6,04/05/18 03:15:00 PM,20799.0,22.89
7,04/05/18 03:30:00 PM,20663.6,23.06
8,04/05/18 03:45:00 PM,20695.1,23.10
9,04/05/18 04:00:00 PM,20970.2,23.11
10,04/05/18 04:15:00 PM,21420.6,22.83
11,04/05/18 04:30:00 PM,21637.9,22.91
12,04/05/18 04:45:00 PM,21674.1,23.05
13,04/05/18 05:00:00 PM,22394.7,22.84
14,04/05/18 05:15:00 PM,23024.4,22.59
15,04/05/18 05:30:00 PM,23041.4,22.63
16,04/05/18 05:45:00 PM,24504.4,22.45
17,04/05/18 06:00:00 PM,24406.1,22.45
18,04/05/18 06:15:00 PM,24637.1,22.39
19,04/05/18 06:30:00 PM,24721.7,22.37
20,04/05/18 06:45:00 PM,25030.5,22.24
21,04/05/18 07:00:00 PM,24575.3,22.41
22,04/05/18 07:15:00 PM,24270.0,22.41
23,04/05/18 07:30:00 PM,24193.2,22.43
24,04/05/18 07:45:00 PM,24586.5,22.48
25,04/05/18 08:00:00 PM,24489.5,22.60
26,04/05/18 08:15:00 PM,24467.3,22.67
27,04/05/18 08:30:00 PM,24365.5,22.68
28,04/05/18 08:45:00 PM,24603.3,22.63
29,04/05/18 09:00:00 PM,24409.8,22.64
30,04/05/18 09:15:00 PM,24189.5,22.67
31,04/05/18 09:30:00 PM,24345.3,22.65
32,04/05/18 09:45:00 PM,24411.7,22.63
33,04/05/18 10:00:00 PM,24317.7,22.60
34,04/05/18 10:15:00 PM,24140.4,22.60
35,04/05/18 10:30:00 PM,24105.9,22.64
36,04/05/18 10:45:00 PM,24384.0,22.65
37,04/05/18 11:00:00 PM,24337.9,22.59
38,04/05/18 11:15:00 PM,24125.9,22.61
39,04/05/18 11:30:00 PM,24266.3,22.58
40,04/05/18 11:45:00 PM,24233.4,22.48
41,04/06/18 12:00:00 AM,24086.0,22.21
42,04/06/18 12:15:00 AM,24006.5,22.04
43,04/06/18 12:30:00 AM,24151.3,22.09
44,04/06/18 12:45:00 AM,23979.5,22.00
45,04/06/18 01:00:00 AM,23073.7,21.93
46,04/06/18 01:15:00 AM,23720.8,21.98
47,04/06/18 01:30:00 AM,23931.0,22.05
48,04/06/18 01:45:00 AM,24317.7,22.27
49,04/06/18 02:00:00 AM,24595.8,22.46
50,04/06/18 02:15:00 AM,24551.0,22.50
51,04/06/18 02:30:00 AM,24415.4,22.51
52,04/06/18 02:45:00 AM,24270.0,22.46
53,04/06/18 03:00:00 AM,24487.7,22.41
54,04/06/18 03:15:00 AM,24445.0,22.34
55,04/06/18 03:30:00 AM,24476.5,22.35
56,04/06/18 03:45:00 AM,24543.5,22.39
57,04/06/18 04:00:00 AM,24482.1,22.37
58,04/06/18 04:15:00 AM,24459.8,22.39
59,04/06/18 04:30:00 AM,24441.3,22.41
60,04/06/18 04:45:00 AM,24176.8,22.24
61,04/06/18 05:00:00 AM,24026.3,22.22
62,04/06/18 05:15:00 AM,23889.8,22.11
63,04/06/18 05:30:00 AM,24080.6,22.06
64,04/06/18 05:45:00 AM,23975.9,22.15
65,04/06/18 06:00:00 AM,23485.4,21.84
66,04/06/18 06:15:00 AM,24266.3,22.03
67,04/06/18 06:30:00 AM,24469.1,22.03
68,04/06/18 06:45:00 AM,24246.2,21.92
69,04/06/18 07:00:00 AM,24295.6,21.98
70,04/06/18 07:15:00 AM,23909.5,21.56
71,04/06/18 07:30:00 AM,24073.3,21.62
72,04/06/18 07:45:00 AM,23979.5,21.56
73,04/06/18 08:00:00 AM,24191.4,21.52
74,04/06/18 08:15:00 AM,23975.9,21.51
75,04/06/18 08:30:00 AM,23389.7,21.02
76,04/06/18 08:45:00 AM,23706.7,21.13
77,04/06/18 09:00:00 AM,24058.8,21.29
78,04/06/18 09:15:00 AM,23772.2,21.15
79,04/06/18 09:30:00 AM,23588.6,21.05
80,04/06/18 09:45:00 AM,23384.5,20.86
81,04/06/18 10:00:00 AM,22631.9,20.43
82,04/06/18 10:15:00 AM,22965.1,20.69
83,04/06/18 10:30:00 AM,23272.2,21.05
84,04/06/18 10:45:00 AM,23301.5,20.72
85,04/06/18 11:00:00 AM,22430.7,20.25
86,04/06/18 11:15:00 AM,22116.9,20.39
87,04/06/18 11:30:00 AM,23089.0,20.70
88,04/06/18 11:45:00 AM,23044.8,20.95
89,04/06/18 12:00:00 PM,22751.7,20.96
90,04/06/18 12:15:00 PM,22781.8,21.29
91,04/06/18 12:30:00 PM,22280.5,21.21
92,04/06/18 12:45:00 PM,22017.3,21.50
93,04/06/18 01:00:00 PM,21164.2,22.50
94,04/06/18 01:15:00 PM,21315.2,22.54
95,04/06/18 01:30:00 PM,21439.3,22.69
96,04/06/18 01:45:00 PM,21447.1,22.63
97,04/06/18 02:00:00 PM,21611.2,22.98
98,04/06/18 02:15:00 PM,21338.4,22.97
99,04/06/18 02:30:00 PM,21713.5,22.88
100,04/06/18 02:45:00 PM,21779.9,22.83
101,04/06/18 03:00:00 PM,21837.0,23.06
102,04/06/18 03:15:00 PM,21659.9,23.05
103,04/06/18 03:30:00 PM,21835.4,23.14
104,04/06/18 03:45:00 PM,21832.2,23.04
105,04/06/18 04:00:00 PM,21868.8,22.81
106,04/06/18 04:15:00 PM,21894.2,22.75
107,04/06/18 04:30:00 PM,21907.0,23.05
108,04/06/18 04:45:00 PM,21958.1,23.02
109,04/06/18 05:00:00 PM,22034.9,22.88
110,04/06/18 05:15:00 PM,21958.1,22.98
111,04/06/18 05:30:00 PM,21969.2,23.02
112,04/06/18 05:45:00 PM,21993.2,22.88
113,04/06/18 06:00:00 PM,21946.9,22.89
114,04/06/18 06:15:00 PM,21914.9,22.94
115,04/06/18 06:30:00 PM,21916.5,22.80
116,04/06/18 06:45:00 PM,21908.6,22.68
117,04/06/18 07:00:00 PM,21852.9,22.67
118,04/06/18 07:15:00 PM,21794.1,22.58
119,04/06/18 07:30:00 PM,21746.7,22.52
120,04/06/18 07:45:00 PM,21735.6,22.39
121,04/06/18 08:00:00 PM,21686.7,22.27
122,04/06/18 08:15:00 PM,21666.2,22.19
123,04/06/18 08:30:00 PM,21600.2,22.01
124,04/06/18 08:45:00 PM,21522.0,21.92
125,04/06/18 09:00:00 PM,21231.9,21.76
126,04/06/18 09:15:00 PM,21395.8,21.53
127,04/06/18 09:30:00 PM,21353.9,21.43
128,04/06/18 09:45:00 PM,21295.1,21.25
129,04/06/18 10:00:00 PM,21167.3,21.10
130,04/06/18 10:15:00 PM,21156.5,21.00
131,04/06/18 10:30:00 PM,21011.3,20.91
132,04/06/18 10:45:00 PM,20879.1,20.90
133,04/06/18 11:00:00 PM,21161.1,20.93
134,04/06/18 11:15:00 PM,21151.9,20.84
135,04/06/18 11:30:00 PM,21025.0,20.61
136,04/06/18 11:45:00 PM,20771.8,20.45
137,04/07/18 12:00:00 AM,20894.2,20.33
138,04/07/18 12:15:00 AM,20860.9,20.23
139,04/07/18 12:30:00 AM,20814.1,20.09
140,04/07/18 12:45:00 AM,20735.7,19.97
141,04/07/18 01:00:00 AM,20841.3,19.98
142,04/07/18 01:15:00 AM,20551.4,19.77
143,04/07/18 01:30:00 AM,20526.1,19.70
144,04/07/18 01:45:00 AM,20608.2,19.67
145,04/07/18 02:00:00 AM,20575.3,19.60
146,04/07/18 02:15:00 AM,20970.2,19.73
147,04/07/18 02:30:00 AM,22693.4,20.11
148,04/07/18 02:45:00 AM,23287.7,20.39
149,04/07/18 03:00:00 AM,23356.8,20.38
150,04/07/18 03:15:00 AM,23075.4,20.20
151,04/07/18 03:30:00 AM,23253.3,20.08
152,04/07/18 03:45:00 AM,23341.2,19.77
153,04/07/18 04:00:00 AM,23822.0,19.63
154,04/07/18 04:15:00 AM,23839.8,19.56
155,04/07/18 04:30:00 AM,23476.7,19.35
156,04/07/18 04:45:00 AM,23282.6,19.27
157,04/07/18 05:00:00 AM,23126.5,19.25
158,04/07/18 05:15:00 AM,23087.3,19.17
159,04/07/18 05:30:00 AM,23072.0,19.17
160,04/07/18 05:45:00 AM,22631.9,19.17
161,04/07/18 06:00:00 AM,22919.5,19.17
162,04/07/18 06:15:00 AM,22842.1,19.17
163,04/07/18 06:30:00 AM,22778.5,19.19
164,04/07/18 06:45:00 AM,22761.7,19.23
165,04/07/18 07:00:00 AM,22597.1,19.25
166,04/07/18 07:15:00 AM,21954.9,19.30
167,04/07/18 07:30:00 AM,22661.8,19.41
168,04/07/18 07:45:00 AM,22626.9,19.41
169,04/07/18 08:00:00 AM,22149.2,19.34
170,04/07/18 08:15:00 AM,22514.5,19.34
171,04/07/18 08:30:00 AM,22411.0,19.29
172,04/07/18 08:45:00 AM,22251.2,19.29
173,04/07/18 09:00:00 AM,22781.8,19.38
174,04/07/18 09:15:00 AM,20605.2,18.72
175,04/07/18 09:30:00 AM,20426.4,18.55
176,04/07/18 09:45:00 AM,20481.4,18.68
177,04/07/18 10:00:00 AM,20529.0,18.87
178,04/07/18 10:15:00 AM,20456.1,18.83
179,04/07/18 10:30:00 AM,20541.0,18.89
180,04/07/18 10:45:00 AM,20624.6,18.92
181,04/07/18 11:00:00 AM,20594.7,18.99
182,04/07/18 11:15:00 AM,20797.5,19.19
183,04/07/18 11:30:00 AM,20509.7,19.60
184,04/07/18 11:45:00 AM,21236.5,19.89
185,04/07/18 12:00:00 PM,21459.6,20.30
186,04/07/18 12:15:00 PM,21346.2,20.35
187,04/07/18 12:30:00 PM,21400.4,20.57
188,04/07/18 12:45:00 PM,21829.0,20.55
189,04/07/18 01:00:00 PM,21787.8,20.94
190,04/07/18 01:15:00 PM,21770.4,21.05
191,04/07/18 01:30:00 PM,21848.1,21.22
192,04/07/18 01:45:00 PM,21914.9,21.61
193,04/07/18 02:00:00 PM,21539.1,21.26
194,04/07/18 02:15:00 PM,22092.8,22.00
195,04/07/18 02:30:00 PM,22360.3,22.33
196,04/07/18 02:45:00 PM,22399.6,22.44
197,04/07/18 03:00:00 PM,22840.5,22.58
198,04/07/18 03:15:00 PM,22855.6,22.59
199,04/07/18 03:30:00 PM,21098.3,22.39
200,04/07/18 03:45:00 PM,22738.4,22.52
201,04/07/18 04:00:00 PM,22746.7,22.67
202,04/07/18 04:15:00 PM,22946.5,22.73
203,04/07/18 04:30:00 PM,22711.7,22.78
204,04/07/18 04:45:00 PM,22847.2,22.86
205,04/07/18 05:00:00 PM,22885.8,22.88
206,04/07/18 05:15:00 PM,22941.5,22.99
207,04/07/18 05:30:00 PM,22575.6,22.97
208,04/07/18 05:45:00 PM,22708.4,22.99
209,04/07/18 06:00:00 PM,22909.4,23.01
210,04/07/18 06:15:00 PM,22904.4,23.04
211,04/07/18 06:30:00 PM,22855.6,23.16
212,04/07/18 06:45:00 PM,22884.2,23.11
213,04/07/18 07:00:00 PM,22864.0,22.99
214,04/07/18 07:15:00 PM,22673.4,22.81
215,04/07/18 07:30:00 PM,22698.4,22.68
216,04/07/18 07:45:00 PM,22583.9,22.52
217,04/07/18 08:00:00 PM,22452.0,22.34
218,04/07/18 08:15:00 PM,22402.8,22.22
219,04/07/18 08:30:00 PM,22360.3,22.11
220,04/07/18 08:45:00 PM,22278.8,22.00
221,04/07/18 09:00:00 PM,22134.7,21.75
222,04/07/18 09:15:00 PM,22047.8,21.52
223,04/07/18 09:30:00 PM,21895.8,21.26
224,04/07/18 09:45:00 PM,21895.8,21.21
225,04/07/18 10:00:00 PM,21743.5,21.06
226,04/07/18 10:15:00 PM,21579.8,20.96
227,04/07/18 10:30:00 PM,21561.1,20.86
228,04/07/18 10:45:00 PM,23375.9,21.26
229,04/07/18 11:00:00 PM,22481.6,20.99
230,04/07/18 11:15:00 PM,24010.1,21.20
231,04/07/18 11:30:00 PM,23625.5,21.10
232,04/07/18 11:45:00 PM,22514.5,20.70
233,04/08/18 12:00:00 AM,24006.5,20.84
234,04/08/18 12:15:00 AM,24791.7,21.02
235,04/08/18 12:30:00 AM,23664.3,20.69
236,04/08/18 12:45:00 AM,25585.7,20.54
237,04/08/18 01:00:00 AM,25279.1,20.56
238,04/08/18 01:15:00 AM,24560.3,20.23
239,04/08/18 01:30:00 AM,24002.9,19.90
240,04/08/18 01:45:00 AM,23539.5,19.93
241,04/08/18 02:00:00 AM,23555.3,19.93
242,04/08/18 02:15:00 AM,23504.6,19.90
243,04/08/18 02:30:00 AM,23170.9,19.92
244,04/08/18 02:45:00 AM,23080.5,19.92
245,04/08/18 03:00:00 AM,23116.3,19.90
246,04/08/18 03:15:00 AM,23241.3,19.89
247,04/08/18 03:30:00 AM,23419.2,19.87
248,04/08/18 03:45:00 AM,23511.6,19.89
249,04/08/18 04:00:00 AM,23473.2,19.88
250,04/08/18 04:15:00 AM,23522.1,19.92
251,04/08/18 04:30:00 AM,23494.1,19.90
252,04/08/18 04:45:00 AM,23499.3,19.94
253,04/08/18 05:00:00 AM,23141.9,19.77
254,04/08/18 05:15:00 AM,23106.0,19.80
255,04/08/18 05:30:00 AM,23014.2,19.63
256,04/08/18 05:45:00 AM,22693.4,19.41
257,04/08/18 06:00:00 AM,23029.5,19.48
258,04/08/18 06:15:00 AM,23438.4,19.71
259,04/08/18 06:30:00 AM,23687.2,19.51
260,04/08/18 06:45:00 AM,24095.0,19.77
261,04/08/18 07:00:00 AM,23818.4,19.55
262,04/08/18 07:15:00 AM,23181.2,19.36
263,04/08/18 07:30:00 AM,22926.3,19.07
264,04/08/18 07:45:00 AM,22643.5,18.83
265,04/08/18 08:00:00 AM,22860.6,19.00
266,04/08/18 08:15:00 AM,21857.6,18.06
267,04/08/18 08:30:00 AM,21175.0,17.44
268,04/08/18 08:45:00 AM,21518.8,17.65
269,04/08/18 09:00:00 AM,21115.1,17.53
270,04/08/18 09:15:00 AM,21084.5,17.56
271,04/08/18 09:30:00 AM,21391.1,17.82
272,04/08/18 09:45:00 AM,21451.8,17.95
273,04/08/18 10:00:00 AM,21383.4,18.17
274,04/08/18 10:15:00 AM,21641.1,18.44
275,04/08/18 10:30:00 AM,21811.6,18.76
276,04/08/18 10:45:00 AM,21756.2,19.00
277,04/08/18 11:00:00 AM,21985.2,19.26
278,04/08/18 11:15:00 AM,22141.1,19.47
279,04/08/18 11:30:00 AM,22264.2,19.70
280,04/08/18 11:45:00 AM,22340.7,20.01
281,04/08/18 12:00:00 PM,22501.4,20.30
282,04/08/18 12:15:00 PM,22680.1,20.57
283,04/08/18 12:30:00 PM,22683.4,20.71
284,04/08/18 12:45:00 PM,22801.9,21.01
285,04/08/18 01:00:00 PM,22803.6,21.24
286,04/08/18 01:15:00 PM,22983.7,21.60
287,04/08/18 01:30:00 PM,23039.7,21.78
288,04/08/18 01:45:00 PM,22997.3,21.90
289,04/08/18 02:00:00 PM,23287.7,22.23
290,04/08/18 02:15:00 PM,23360.3,22.42
291,04/08/18 02:30:00 PM,23497.6,22.66
292,04/08/18 02:45:00 PM,23520.3,22.83
293,04/08/18 03:00:00 PM,23581.6,22.86
294,04/08/18 03:15:00 PM,23632.6,22.97
295,04/08/18 03:30:00 PM,23736.7,23.21
296,04/08/18 03:45:00 PM,23859.4,23.40
297,04/08/18 04:00:00 PM,23909.5,23.48
298,04/08/18 04:15:00 PM,23816.7,23.56
299,04/08/18 04:30:00 PM,23909.5,23.56
300,04/08/18 04:45:00 PM,23895.2,23.54
301,04/08/18 05:00:00 PM,23923.8,23.74
302,04/08/18 05:15:00 PM,24029.9,24.06
303,04/08/18 05:30:00 PM,23988.5,23.84
304,04/08/18 05:45:00 PM,23931.0,23.87
305,04/08/18 06:00:00 PM,23984.9,23.57
306,04/08/18 06:15:00 PM,24714.2,24.34
307,04/08/18 06:30:00 PM,24650.2,24.39
308,04/08/18 06:45:00 PM,25801.2,24.15
309,04/08/18 07:00:00 PM,26344.7,24.07
310,04/08/18 07:15:00 PM,25619.8,24.22
311,04/08/18 07:30:00 PM,25166.0,24.27
312,04/08/18 07:45:00 PM,25092.3,24.14
313,04/08/18 08:00:00 PM,25046.0,24.18
314,04/08/18 08:15:00 PM,24976.7,24.24
315,04/08/18 08:30:00 PM,25053.7,24.37
316,04/08/18 08:45:00 PM,24934.6,24.25
317,04/08/18 09:00:00 PM,25253.7,24.29
318,04/08/18 09:15:00 PM,25653.9,24.24
319,04/08/18 09:30:00 PM,25224.4,24.16
320,04/08/18 09:45:00 PM,25742.5,24.29
321,04/08/18 10:00:00 PM,25888.7,24.23
322,04/08/18 10:15:00 PM,25884.6,24.02
323,04/08/18 10:30:00 PM,25267.4,23.59
324,04/08/18 10:45:00 PM,25061.4,23.44
325,04/08/18 11:00:00 PM,25363.5,23.62
326,04/08/18 11:15:00 PM,25408.9,23.81
327,04/08/18 11:30:00 PM,25271.3,23.63
328,04/08/18 11:45:00 PM,25179.6,23.52
329,04/09/18 12:00:00 AM,25162.1,23.37
330,04/09/18 12:15:00 AM,25169.8,23.28
331,04/09/18 12:30:00 AM,25146.5,23.24
332,04/09/18 12:45:00 AM,25088.4,23.13
333,04/09/18 01:00:00 AM,25049.8,23.07
334,04/09/18 01:15:00 AM,24984.4,22.93
335,04/09/18 01:30:00 AM,24961.4,22.78
336,04/09/18 01:45:00 AM,24812.6,22.69
337,04/09/18 02:00:00 AM,24946.0,22.67
338,04/09/18 02:15:00 AM,24376.6,22.12
339,04/09/18 02:30:00 AM,24999.8,22.67
340,04/09/18 02:45:00 AM,25020.9,22.64
341,04/09/18 03:00:00 AM,25092.3,22.48
342,04/09/18 03:15:00 AM,25005.5,22.53
343,04/09/18 03:30:00 AM,25308.5,22.76
344,04/09/18 03:45:00 AM,25450.4,22.76
345,04/09/18 04:00:00 AM,25539.8,22.79
346,04/09/18 04:15:00 AM,25515.9,22.56
347,04/09/18 04:30:00 AM,24719.9,21.96
348,04/09/18 04:45:00 AM,24610.8,21.65
349,04/09/18 05:00:00 AM,25363.5,22.33
350,04/09/18 05:15:00 AM,25454.4,22.39
351,04/09/18 05:30:00 AM,25210.7,22.03
352,04/09/18 05:45:00 AM,23687.2,20.65
353,04/09/18 06:00:00 AM,25968.5,22.61
354,04/09/18 06:15:00 AM,26233.5,22.51
355,04/09/18 06:30:00 AM,26418.6,22.57
356,04/09/18 06:45:00 AM,26765.5,22.71
357,04/09/18 07:00:00 AM,26610.3,22.67
358,04/09/18 07:15:00 AM,26376.3,22.71
359,04/09/18 07:30:00 AM,26565.3,22.63
360,04/09/18 07:45:00 AM,26254.4,22.48
361,04/09/18 08:00:00 AM,26467.3,22.46
362,04/09/18 08:15:00 AM,26420.7,22.38
363,04/09/18 08:30:00 AM,26083.9,21.61
364,04/09/18 08:45:00 AM,26306.8,21.68
365,04/09/18 09:00:00 AM,26007.5,21.66
366,04/09/18 09:15:00 AM,25780.9,21.38
367,04/09/18 09:30:00 AM,25320.3,21.06
368,04/09/18 09:45:00 AM,24469.1,19.66
369,04/09/18 10:00:00 AM,24385.8,19.92
370,04/09/18 10:15:00 AM,24257.1,19.98
371,04/09/18 10:30:00 AM,24391.4,19.96
372,04/09/18 10:45:00 AM,23895.2,20.10
373,04/09/18 11:00:00 AM,23318.8,20.88
374,04/09/18 11:15:00 AM,23148.7,20.76
375,04/09/18 11:30:00 AM,23215.5,20.91
376,04/09/18 11:45:00 AM,23261.9,21.14
377,04/09/18 12:00:00 PM,23391.5,21.44
378,04/09/18 12:15:00 PM,23625.5,21.78
379,04/09/18 12:30:00 PM,23429.7,22.04
380,04/09/18 12:45:00 PM,23590.4,22.30
