Plot Title: 20036649 Audubon 01,,,
#,"Date Time, GMT-07:00","High Range, μS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
630,04/12/18 3:15,22.6917,20.11
631,04/12/18 3:30,22.6917,19.87
632,04/12/18 3:45,22.6917,19.47
633,04/12/18 4:00,22.6917,19.41
634,04/12/18 4:15,22.6917,19.08
635,04/12/18 4:30,22.6917,19.02
636,04/12/18 4:45,22.6917,18.99
637,04/12/18 5:00,22.6917,19.07
638,04/12/18 5:15,22.6917,19.02
639,04/12/18 5:30,22.6917,18.8
640,04/12/18 5:45,22.6917,18.65
641,04/12/18 6:00,22.6917,18.47
642,04/12/18 6:15,22.6917,18.3
643,04/12/18 6:30,22.6917,18.07
644,04/12/18 6:45,22.6917,17.92
645,04/12/18 7:00,22.6917,17.78
646,04/12/18 7:15,22.6917,17.53
647,04/12/18 7:30,22.6917,17.3
648,04/12/18 7:45,22.6917,17.32
649,04/12/18 8:00,22.6917,17.38
650,04/12/18 8:15,22.6917,17.45
651,04/12/18 8:30,22.6917,17.56
652,04/12/18 8:45,22.6917,17.65
653,04/12/18 9:00,22.6917,17.56
654,04/12/18 9:15,22.6917,17.42
655,04/12/18 9:30,22.6917,17.25
656,04/12/18 9:45,22.6917,17.08
657,04/12/18 10:00,22.6917,17.27
658,04/12/18 10:15,22.6917,17.3
659,04/12/18 10:30,22.6917,17.57
660,04/12/18 10:45,22.6917,18.17
661,04/12/18 11:00,22.6917,18.61
662,04/12/18 11:15,22.6917,18.5
663,04/12/18 11:30,22.6917,18.58
664,04/12/18 11:45,22.6917,18.74
665,04/12/18 12:00,22.6917,18.85
666,04/12/18 12:15,22.6917,18.97
667,04/12/18 12:30,22.6917,19.22
668,04/12/18 12:45,22.6917,19.52
669,04/12/18 13:00,22.6917,19.65
670,04/12/18 13:15,22.6917,19.53
671,04/12/18 13:30,22.6917,19.75
672,04/12/18 13:45,22.6917,19.64
673,04/12/18 14:00,22.6917,19.9
674,04/12/18 14:15,22.6917,20.38
675,04/12/18 14:30,22.6917,20.51
676,04/12/18 14:45,22.6917,20.62
677,04/12/18 15:00,22.6917,21.51
678,04/12/18 15:15,22.6917,22.15
679,04/12/18 15:30,22.6917,22.16
680,04/12/18 15:45,22.6917,22.13
681,04/12/18 16:00,22.6917,22.45
682,04/12/18 16:15,22.6917,22.52
683,04/12/18 16:30,22.6917,22.66
684,04/12/18 16:45,22.6917,22.71
685,04/12/18 17:00,22.6917,22.68
686,04/12/18 17:15,22.6917,22.61
687,04/12/18 17:30,22.6917,22.53
688,04/12/18 17:45,22.6917,22.46
689,04/12/18 18:00,22.6917,22.31
690,04/12/18 18:15,22.6917,22.22
691,04/12/18 18:30,22.6917,21.94
692,04/12/18 18:45,22.6917,21.89
693,04/12/18 19:00,22.6917,21.77
694,04/12/18 19:15,22.6917,21.63
695,04/12/18 19:30,22.6917,21.52
696,04/12/18 19:45,22.6917,21.32
697,04/12/18 20:00,22.6917,21.13
698,04/12/18 20:15,22.6917,21.01
699,04/12/18 20:30,22.6917,20.96
700,04/12/18 20:45,22.6917,20.28
701,04/12/18 21:00,22.6917,20.18
702,04/12/18 21:15,22.6917,20.12
703,04/12/18 21:30,22.6917,19.95
704,04/12/18 21:45,22.6917,19.57
705,04/12/18 22:00,22.6917,19.26
706,04/12/18 22:15,22.6917,19.26
707,04/12/18 22:30,22.6917,19.21
708,04/12/18 22:45,22.6917,19.23
709,04/12/18 23:00,22.6917,19.34
710,04/12/18 23:15,22.6917,19.14
711,04/12/18 23:30,22.6917,18.8
712,04/12/18 23:45,22.6917,18.82
713,04/13/18 0:00,22.6917,18.12
714,04/13/18 0:15,22.6917,17.9
715,04/13/18 0:30,22.6917,18.28
716,04/13/18 0:45,22.6917,18.19
717,04/13/18 1:00,22.6917,18.05
718,04/13/18 1:15,22.6917,18.22
719,04/13/18 1:30,22.6917,18.15
720,04/13/18 1:45,22.6917,18.12
721,04/13/18 2:00,22.6917,18.04
722,04/13/18 2:15,22.6917,17.77
723,04/13/18 2:30,22.6917,17.4
724,04/13/18 2:45,22.6917,17.36
725,04/13/18 3:00,22.6917,17.27
726,04/13/18 3:15,22.6917,17.32
727,04/13/18 3:30,22.6917,17.17
728,04/13/18 3:45,22.6917,16.97
729,04/13/18 4:00,22.6917,17.22
730,04/13/18 4:15,22.6917,17.01
731,04/13/18 4:30,22.6917,16.96
732,04/13/18 4:45,22.6917,16.85
733,04/13/18 5:00,22.6917,16.59
734,04/13/18 5:15,22.6917,16.52
735,04/13/18 5:30,22.6917,16.65
736,04/13/18 5:45,22.6917,16.64
737,04/13/18 6:00,22.6917,16.59
738,04/13/18 6:15,22.6917,16.47
739,04/13/18 6:30,22.6917,16.41
740,04/13/18 6:45,22.6917,16.35
741,04/13/18 7:00,22.6917,16.35
742,04/13/18 7:15,22.6917,16.24
743,04/13/18 7:30,22.6917,16.09
744,04/13/18 7:45,22.6917,15.9
745,04/13/18 8:00,22.6917,15.95
746,04/13/18 8:15,22.6917,16.04
747,04/13/18 8:30,22.6917,16.09
748,04/13/18 8:45,22.6917,16.25
749,04/13/18 9:00,22.6917,16.42
750,04/13/18 9:15,22.6917,16.63
751,04/13/18 9:30,22.6917,16.77
752,04/13/18 9:45,22.6917,16.94
753,04/13/18 10:00,22.6917,17.17
754,04/13/18 10:15,22.6917,17.36
755,04/13/18 10:30,22.6917,17.47
756,04/13/18 10:45,22.6917,17.79
757,04/13/18 11:00,22.6917,17.99
758,04/13/18 11:15,22.6917,18.13
759,04/13/18 11:30,22.6917,18.29
760,04/13/18 11:45,22.6917,18.76
761,04/13/18 12:00,22.6917,18.99
762,04/13/18 12:15,22.6917,19.23
763,04/13/18 12:30,22.6917,19.38
764,04/13/18 12:45,22.6917,19.71
765,04/13/18 13:00,22.6917,20
766,04/13/18 13:15,22.6917,20.17
767,04/13/18 13:30,22.6917,20.55
768,04/13/18 13:45,22.6917,20.66
769,04/13/18 14:00,22.6917,20.77
770,04/13/18 14:15,22.6917,20.98
771,04/13/18 14:30,22.6917,21.16
772,04/13/18 14:45,22.6917,21.33
773,04/13/18 15:00,22.6917,21.48
774,04/13/18 15:15,22.6917,21.5
775,04/13/18 15:30,22.6917,21.65
776,04/13/18 15:45,22.6917,21.75
777,04/13/18 16:00,22.6917,21.92
778,04/13/18 16:15,22.6917,22.18
779,04/13/18 16:30,22.6917,22.21
780,04/13/18 16:45,22.6917,22.31
781,04/13/18 17:00,22.6917,22.46
782,04/13/18 17:15,22.6917,22.52
783,04/13/18 17:30,22.6917,22.49
784,04/13/18 17:45,22.6917,22.52
785,04/13/18 18:00,22.6917,22.54
786,04/13/18 18:15,22.6917,22.54
787,04/13/18 18:30,22.6917,22.61
788,04/13/18 18:45,22.6917,22.61
789,04/13/18 19:00,22.6917,22.65
790,04/13/18 19:15,22.6917,22.57
791,04/13/18 19:30,22.6917,22.57
792,04/13/18 19:45,22.6917,22.31
793,04/13/18 20:00,22.6917,22.31
794,04/13/18 20:15,22.6917,22.14
795,04/13/18 20:30,22.6917,22.23
796,04/13/18 20:45,22.6917,21.96
797,04/13/18 21:00,22.6917,21.93
798,04/13/18 21:15,22.6917,22.08
799,04/13/18 21:30,22.6917,21.73
800,04/13/18 21:45,22.6917,21.76
801,04/13/18 22:00,22.6917,21.6
802,04/13/18 22:15,22.6917,21.52
803,04/13/18 22:30,22.6917,21.6
804,04/13/18 22:45,22.6917,21.51
805,04/13/18 23:00,22.6917,21.46
806,04/13/18 23:15,22.6917,21.45
807,04/13/18 23:30,22.6917,21.39
808,04/13/18 23:45,22.6917,21.22
809,04/14/18 0:00,22.6917,21.23
810,04/14/18 0:15,22.6917,21.15
811,04/14/18 0:30,22.6917,21.03
812,04/14/18 0:45,22.6917,20.92
813,04/14/18 1:00,22.6917,20.81
814,04/14/18 1:15,22.6917,20.83
815,04/14/18 1:30,22.6917,20.77
816,04/14/18 1:45,22.6917,20.71
817,04/14/18 2:00,22.6917,20.55
818,04/14/18 2:15,22.6917,20.48
819,04/14/18 2:30,22.6917,20.35
820,04/14/18 2:45,22.6917,20.3
821,04/14/18 3:00,22.6917,20.07
822,04/14/18 3:15,22.6917,20.01
823,04/14/18 3:30,22.6917,19.83
824,04/14/18 3:45,22.6917,19.8
825,04/14/18 4:00,22.6917,19.7
826,04/14/18 4:15,22.6917,19.67
827,04/14/18 4:30,22.6917,19.26
828,04/14/18 4:45,22.6917,19.12
829,04/14/18 5:00,22.6917,19.22
830,04/14/18 5:15,22.6917,19.18
831,04/14/18 5:30,22.6917,18.69
832,04/14/18 5:45,22.6917,18.38
833,04/14/18 6:00,22.6917,18.21
834,04/14/18 6:15,22.6917,18.01
835,04/14/18 6:30,22.6917,17.99
836,04/14/18 6:45,22.6917,17.89
837,04/14/18 7:00,22.6917,17.82
838,04/14/18 7:15,22.6917,17.82
839,04/14/18 7:30,22.6917,17.78
840,04/14/18 7:45,22.6917,17.83
841,04/14/18 8:00,22.6917,17.9
842,04/14/18 8:15,22.6917,17.89
843,04/14/18 8:30,22.6917,17.83
844,04/14/18 8:45,22.6917,17.82
845,04/14/18 9:00,22.6917,17.83
846,04/14/18 9:15,22.6917,17.87
847,04/14/18 9:30,22.6917,17.83
848,04/14/18 9:45,22.6917,18.16
849,04/14/18 10:00,22.6917,18.12
850,04/14/18 10:15,22.6917,18.27
851,04/14/18 10:30,22.6917,18.13
852,04/14/18 10:45,22.6917,18.21
853,04/14/18 11:00,22.6917,18.23
854,04/14/18 11:15,22.6917,18.31
855,04/14/18 11:30,22.6917,18.46
856,04/14/18 11:45,22.6917,18.53
857,04/14/18 12:00,22.6917,18.54
858,04/14/18 12:15,22.6917,19.13
859,04/14/18 12:30,22.6917,21.71
860,04/14/18 12:45,22.6917,22.12
861,04/14/18 13:00,22.6917,22.49
862,04/14/18 13:15,22.6917,22.49
863,04/14/18 13:30,22.6917,22.73
864,04/14/18 13:45,22.6917,22.95
865,04/14/18 14:00,22.6917,23.06
866,04/14/18 14:15,22.6917,23.32
867,04/14/18 14:30,22.6917,23.56
868,04/14/18 14:45,22.6917,23.8
869,04/14/18 15:00,22.6917,24
870,04/14/18 15:15,22.6917,24.17
871,04/14/18 15:30,22.6917,24.27
872,04/14/18 15:45,22.6917,24.31
873,04/14/18 16:00,22.6917,24.39
874,04/14/18 16:15,22.6917,24.38
875,04/14/18 16:30,22.6917,24.39
876,04/14/18 16:45,22.6917,24.54
877,04/14/18 17:00,22.6917,24.6
878,04/14/18 17:15,22.6917,24.61
879,04/14/18 17:30,22.6917,24.65
880,04/14/18 17:45,22.6917,24.63
881,04/14/18 18:00,22.6917,24.64
882,04/14/18 18:15,22.6917,24.55
883,04/14/18 18:30,22.6917,24.62
884,04/14/18 18:45,22.6917,24.46
885,04/14/18 19:00,22.6917,24.42
886,04/14/18 19:15,22.6917,24.31
887,04/14/18 19:30,22.6917,24.46
888,04/14/18 19:45,22.6917,24.5
889,04/14/18 20:00,22.6917,24.45
890,04/14/18 20:15,22.6917,24.36
891,04/14/18 20:30,22.6917,23.94
892,04/14/18 20:45,22.6917,24.11
893,04/14/18 21:00,22.6917,24.18
894,04/14/18 21:15,22.6917,24.09
895,04/14/18 21:30,22.6917,23.88
896,04/14/18 21:45,22.6917,23.81
897,04/14/18 22:00,22.6917,23.69
898,04/14/18 22:15,22.6917,23.51
899,04/14/18 22:30,22.6917,23.48
900,04/14/18 22:45,22.6917,23.33
901,04/14/18 23:00,22.6917,23.11
902,04/14/18 23:15,22.6917,22.73
903,04/14/18 23:30,22.6917,22.5
904,04/14/18 23:45,22.6917,22.07
905,04/15/18 0:00,22.6917,21.93
906,04/15/18 0:15,22.6917,22.13
907,04/15/18 0:30,22.6917,22.07
908,04/15/18 0:45,22.6917,22.03
909,04/15/18 1:00,22.6917,21.9
910,04/15/18 1:15,22.6917,21.75
911,04/15/18 1:30,22.6917,21.59
912,04/15/18 1:45,22.6917,21.52
913,04/15/18 2:00,22.6917,21.35
914,04/15/18 2:15,22.6917,21.11
915,04/15/18 2:30,22.6917,21.03
916,04/15/18 2:45,22.6917,21.02
917,04/15/18 3:00,22.6917,20.95
918,04/15/18 3:15,22.6917,20.8
919,04/15/18 3:30,22.6917,20.66
920,04/15/18 3:45,22.6917,20.7
921,04/15/18 4:00,22.6917,20.69
922,04/15/18 4:15,22.6917,20.72
923,04/15/18 4:30,22.6917,20.69
924,04/15/18 4:45,22.6917,20.7
925,04/15/18 5:00,22.6917,20.7
926,04/15/18 5:15,22.6917,20.6
927,04/15/18 5:30,22.6917,20.46
928,04/15/18 5:45,22.6917,20.34
929,04/15/18 6:00,22.6917,20.08
930,04/15/18 6:15,22.6917,20.2
931,04/15/18 6:30,22.6917,20.22
932,04/15/18 6:45,22.6917,20.15
933,04/15/18 7:00,22.6917,20.07
934,04/15/18 7:15,22.6917,19.65
935,04/15/18 7:30,22.6917,19.4
936,04/15/18 7:45,22.6917,19.18
937,04/15/18 8:00,22.6917,19.32
938,04/15/18 8:15,22.6917,19.34
939,04/15/18 8:30,22.6917,19.48
940,04/15/18 8:45,22.6917,19.52
941,04/15/18 9:00,22.6917,20.33
942,04/15/18 9:15,22.6917,19.96
943,04/15/18 9:30,22.6917,20.01
944,04/15/18 9:45,22.6917,19.95
945,04/15/18 10:00,22.6917,19.96
946,04/15/18 10:15,22.6917,19.97
947,04/15/18 10:30,22.6917,20.03
948,04/15/18 10:45,22.6917,20.13
949,04/15/18 11:00,22.6917,20.38
950,04/15/18 11:15,22.6917,20.72
951,04/15/18 11:30,22.6917,21.15
952,04/15/18 11:45,22.6917,21.24
953,04/15/18 12:00,22.6917,21.39
954,04/15/18 12:15,22.6917,21.38
955,04/15/18 12:30,22.6917,21.45
956,04/15/18 12:45,22.6917,21.61
957,04/15/18 13:00,22.6917,21.85
958,04/15/18 13:15,22.6917,21.91
959,04/15/18 13:30,22.6917,21.96
960,04/15/18 13:45,22.6917,22.01
961,04/15/18 14:00,22.6917,22.14
962,04/15/18 14:15,22.6917,22.18
963,04/15/18 14:30,22.6917,22.24
964,04/15/18 14:45,22.6917,22.29
965,04/15/18 15:00,22.6917,22.41
966,04/15/18 15:15,22.6917,22.51
967,04/15/18 15:30,22.6917,22.68
968,04/15/18 15:45,22.6917,22.86
969,04/15/18 16:00,22.6917,22.94
970,04/15/18 16:15,22.6917,22.96
971,04/15/18 16:30,22.6917,23.02
972,04/15/18 16:45,22.6917,23.02
973,04/15/18 17:00,22.6917,22.98
974,04/15/18 17:15,22.6917,22.95
975,04/15/18 17:30,22.6917,23.03
976,04/15/18 17:45,22.6917,23.1
977,04/15/18 18:00,22.6917,23.16
978,04/15/18 18:15,22.6917,23.16
979,04/15/18 18:30,22.6917,23.17
980,04/15/18 18:45,22.6917,23.01
981,04/15/18 19:00,22.6917,22.83
982,04/15/18 19:15,22.6917,22.87
983,04/15/18 19:30,22.6917,22.89
984,04/15/18 19:45,22.6917,22.84
985,04/15/18 20:00,22.6917,22.81
986,04/15/18 20:15,22.6917,22.86
987,04/15/18 20:30,22.6917,22.86
988,04/15/18 20:45,22.6917,22.84
989,04/15/18 21:00,22.6917,22.69
990,04/15/18 21:15,22.6917,22.39
991,04/15/18 21:30,22.6917,22.14
992,04/15/18 21:45,22.6917,22.22
993,04/15/18 22:00,22.6917,22.14
994,04/15/18 22:15,22.6917,21.97
995,04/15/18 22:30,22.6917,21.88
996,04/15/18 22:45,22.6917,22.35
997,04/15/18 23:00,22.6917,22.08
998,04/15/18 23:15,22.6917,22.2
999,04/15/18 23:30,22.6917,22.16
1000,04/15/18 23:45,22.6917,21.93
1001,04/16/18 0:00,22.6917,22.01
1002,04/16/18 0:15,22.6917,22.09
1003,04/16/18 0:30,22.6917,22.12
1004,04/16/18 0:45,22.6917,21.92
1005,04/16/18 1:00,22.6917,21.74
1006,04/16/18 1:15,22.6917,21.69
1007,04/16/18 1:30,22.6917,21.62
1008,04/16/18 1:45,22.6917,21.59
1009,04/16/18 2:00,22.6917,21.6
1010,04/16/18 2:15,22.6917,21.54
1011,04/16/18 2:30,22.6917,21.51
1012,04/16/18 2:45,22.6917,21.6
1013,04/16/18 3:00,22.6917,21.53
1014,04/16/18 3:15,22.6917,21.54
1015,04/16/18 3:30,22.6917,21.51
1016,04/16/18 3:45,22.6917,21.4
1017,04/16/18 4:00,22.6917,21.26
1018,04/16/18 4:15,22.6917,21.29
1019,04/16/18 4:30,22.6917,21.38
1020,04/16/18 4:45,22.6917,21.39
1021,04/16/18 5:00,22.6917,21.25
1022,04/16/18 5:15,22.6917,21.18
1023,04/16/18 5:30,22.6917,21.1
1024,04/16/18 5:45,22.6917,21.11
1025,04/16/18 6:00,22.6917,20.96
1026,04/16/18 6:15,22.6917,21.31
1027,04/16/18 6:30,22.6917,21.32
1028,04/16/18 6:45,22.6917,21.22
1029,04/16/18 7:00,22.6917,21.08
1030,04/16/18 7:15,22.6917,21.13
1031,04/16/18 7:30,22.6917,21.24
1032,04/16/18 7:45,22.6917,21.33
1033,04/16/18 8:00,22.6917,21.33
1034,04/16/18 8:15,22.6917,21.17
1035,04/16/18 8:30,22.6917,20.16
1036,04/16/18 8:45,22.6917,17.98
1037,04/16/18 9:00,22.6917,17.92
1038,04/16/18 9:15,22.6917,17.79
1039,04/16/18 9:30,22.6917,18
1040,04/16/18 9:45,22.6917,18.19
1041,04/16/18 10:00,22.6917,18.31
1042,04/16/18 10:15,22.6917,18.46
1043,04/16/18 10:30,22.6917,18.53
1044,04/16/18 10:45,22.6917,18.58
1045,04/16/18 11:00,22.6917,18.74
1046,04/16/18 11:15,22.6917,18.74
1047,04/16/18 11:30,22.6917,18.91
1048,04/16/18 11:45,22.6917,18.96
1049,04/16/18 12:00,22.6917,19.37
1050,04/16/18 12:15,22.6917,19.28
1051,04/16/18 12:30,22.6917,19.48
1052,04/16/18 12:45,22.6917,19.7
1053,04/16/18 13:00,22.6917,19.77
1054,04/16/18 13:15,22.6917,20.73
1055,04/16/18 13:30,22.6917,20.36
1056,04/16/18 13:45,22.6917,20.68
1057,04/16/18 14:00,22.6917,20.75
1058,04/16/18 14:15,22.6917,20.57
1059,04/16/18 14:30,22.6917,20.71
1060,04/16/18 14:45,22.6917,20.92
1061,04/16/18 15:00,22.6917,21.08
1062,04/16/18 15:15,22.6917,21.14
1063,04/16/18 15:30,22.6917,21.25
1064,04/16/18 15:45,22.6917,21.39
1065,04/16/18 16:00,22.6917,21.54
1066,04/16/18 16:15,22.6917,21.6
1067,04/16/18 16:30,22.6917,21.62
1068,04/16/18 16:45,22.6917,21.7
1069,04/16/18 17:00,22.6917,21.76
1070,04/16/18 17:15,22.6917,21.77
1071,04/16/18 17:30,22.6917,21.74
1072,04/16/18 17:45,22.6917,21.68
1073,04/16/18 18:00,22.6917,21.61
1074,04/16/18 18:15,22.6917,21.53
1075,04/16/18 18:30,22.6917,21.41
1076,04/16/18 18:45,22.6917,21.29
1077,04/16/18 19:00,22.6917,21.11
1078,04/16/18 19:15,22.6917,20.94
1079,04/16/18 19:30,22.6917,20.81
1080,04/16/18 19:45,22.6917,20.69
1081,04/16/18 20:00,22.6917,20.56
1082,04/16/18 20:15,22.6917,20.41
1083,04/16/18 20:30,22.6917,20.22
1084,04/16/18 20:45,22.6917,20.7
1085,04/16/18 21:00,22.6917,20.88
1086,04/16/18 21:15,22.6917,21
1087,04/16/18 21:30,22.6917,20.57
1088,04/16/18 21:45,22.6917,19.87
1089,04/16/18 22:00,22.6917,19.23
1090,04/16/18 22:15,22.6917,19.05
1091,04/16/18 22:30,22.6917,18.9
1092,04/16/18 22:45,22.6917,18.87
1093,04/16/18 23:00,22.6917,18.61
1094,04/16/18 23:15,22.6917,20.01
1095,04/16/18 23:30,22.6917,20.01
1096,04/16/18 23:45,22.6917,19.63
1097,04/17/18 0:00,22.6917,19.38
1098,04/17/18 0:15,22.6917,18.16
1099,04/17/18 0:30,22.6917,17.72
1100,04/17/18 0:45,22.6917,17.57
1101,04/17/18 1:00,22.6917,17.42
1102,04/17/18 1:15,22.6917,17.17
1103,04/17/18 1:30,22.6917,17.04
1104,04/17/18 1:45,22.6917,17.18
1105,04/17/18 2:00,22.6917,17.31
1106,04/17/18 2:15,22.6917,17.41
1107,04/17/18 2:30,22.6917,17.71
1108,04/17/18 2:45,22.6917,18.34
1109,04/17/18 3:00,22.6917,19.42
1110,04/17/18 3:15,22.6917,19.04
1111,04/17/18 3:30,22.6917,20.26
1112,04/17/18 3:45,22.6917,19.07
1113,04/17/18 4:00,22.6917,17.65
1114,04/17/18 4:15,22.6917,17.3
1115,04/17/18 4:30,22.6917,17.1
1116,04/17/18 4:45,22.6917,17.12
1117,04/17/18 5:00,22.6917,17.14
1118,04/17/18 5:15,22.6917,17.18
1119,04/17/18 5:30,22.6917,17.33
1120,04/17/18 5:45,22.6917,17.47
1121,04/17/18 6:00,22.6917,17.41
1122,04/17/18 6:15,22.6917,17.42
1123,04/17/18 6:30,22.6917,17.44
1124,04/17/18 6:45,22.6917,17.46
1125,04/17/18 7:00,22.6917,17.38
1126,04/17/18 7:15,22.6917,17.37
1127,04/17/18 7:30,22.6917,17.33
1128,04/17/18 7:45,22.6917,17.38
1129,04/17/18 8:00,22.6917,17.34
1130,04/17/18 8:15,22.6917,17.45
1131,04/17/18 8:30,22.6917,17.24
1132,04/17/18 8:45,22.6917,16.2
1133,04/17/18 9:00,22.6917,15.12
1134,04/17/18 9:15,22.6917,15.26
1135,04/17/18 9:30,22.6917,15.09
1136,04/17/18 9:45,22.6917,14.89
1137,04/17/18 10:00,22.6917,15.23
1138,04/17/18 10:15,22.6917,15.48
1139,04/17/18 10:30,22.6917,15.75
1140,04/17/18 10:45,22.6917,15.84
1141,04/17/18 11:00,22.6917,15.87
1142,04/17/18 11:15,22.6917,16.32
1143,04/17/18 11:30,22.6917,16.62
1144,04/17/18 11:45,22.6917,16.88
1145,04/17/18 12:00,22.6917,16.93
1146,04/17/18 12:15,22.6917,17.01
1147,04/17/18 12:30,22.6917,17.23
1148,04/17/18 12:45,22.6917,17.42
1149,04/17/18 13:00,22.6917,17.63
1150,04/17/18 13:15,22.6917,17.72
1151,04/17/18 13:30,22.6917,17.87
1152,04/17/18 13:45,22.6917,18.06
1153,04/17/18 14:00,22.6917,18.42
1154,04/17/18 14:15,22.6917,18.54
1155,04/17/18 14:30,22.6917,18.85
1156,04/17/18 14:45,22.6917,19.02
1157,04/17/18 15:00,22.6917,19.28
1158,04/17/18 15:15,22.6917,19.38
1159,04/17/18 15:30,22.6917,19.47
1160,04/17/18 15:45,22.6917,19.67
1161,04/17/18 16:00,22.6917,19.92
1162,04/17/18 16:15,22.6917,20.33
1163,04/17/18 16:30,22.6917,20.24
1164,04/17/18 16:45,22.6917,20.35
1165,04/17/18 17:00,22.6917,20.26
1166,04/17/18 17:15,22.6917,20.1
1167,04/17/18 17:30,22.6917,20.15
1168,04/17/18 17:45,22.6917,20.27
1169,04/17/18 18:00,22.6917,20.28
1170,04/17/18 18:15,22.6917,20.35
1171,04/17/18 18:30,22.6917,20.3
1172,04/17/18 18:45,22.6917,20.24
1173,04/17/18 19:00,22.6917,20.35
1174,04/17/18 19:15,22.6917,20.42
1175,04/17/18 19:30,22.6917,20.92
1176,04/17/18 19:45,22.6917,21.45
1177,04/17/18 20:00,22.6917,21.51
1178,04/17/18 20:15,22.6917,21.45
1179,04/17/18 20:30,22.6917,21.44
1180,04/17/18 20:45,22.6917,21.39
1181,04/17/18 21:00,22.6917,21.24
1182,04/17/18 21:15,22.6917,21.14
1183,04/17/18 21:30,22.6917,20.94
1184,04/17/18 21:45,22.6917,20.99
1185,04/17/18 22:00,22.6917,20.42
1186,04/17/18 22:15,22.6917,20.31
1187,04/17/18 22:30,22.6917,20.22
1188,04/17/18 22:45,22.6917,20
1189,04/17/18 23:00,22.6917,19.98
1190,04/17/18 23:15,22.6917,19.87
1191,04/17/18 23:30,22.6917,19.87
1192,04/17/18 23:45,22.6917,20.04
1193,04/18/18 0:00,22.6917,20.26
1194,04/18/18 0:15,22.6917,20.46
1195,04/18/18 0:30,22.6917,20.71
1196,04/18/18 0:45,22.6917,20.87
1197,04/18/18 1:00,22.6917,20.96
1198,04/18/18 1:15,22.6917,21.05
1199,04/18/18 1:30,22.6917,21.06
1200,04/18/18 1:45,22.6917,20.95
1201,04/18/18 2:00,22.6917,21.05
1202,04/18/18 2:15,22.6917,21.09
1203,04/18/18 2:30,22.6917,21.07
1204,04/18/18 2:45,22.6917,21.08
1205,04/18/18 3:00,22.6917,21.08
1206,04/18/18 3:15,22.6917,21.01
1207,04/18/18 3:30,22.6917,21.01
1208,04/18/18 3:45,22.6917,20.92
1209,04/18/18 4:00,22.6917,20.92
1210,04/18/18 4:15,22.6917,20.84
1211,04/18/18 4:30,22.6917,20.72
1212,04/18/18 4:45,22.6917,20.63
1213,04/18/18 5:00,22.6917,20.48
1214,04/18/18 5:15,22.6917,20.42
1215,04/18/18 5:30,22.6917,20.38
1216,04/18/18 5:45,22.6917,20.31
1217,04/18/18 6:00,22.6917,20.16
1218,04/18/18 6:15,22.6917,19.94
1219,04/18/18 6:30,22.6917,19.63
1220,04/18/18 6:45,22.6917,19.58
1221,04/18/18 7:00,22.6917,19.49
1222,04/18/18 7:15,22.6917,19.4
1223,04/18/18 7:30,22.6917,19.35
1224,04/18/18 7:45,22.6917,19.63
1225,04/18/18 8:00,22.6917,19.52
1226,04/18/18 8:15,22.6917,19.35
1227,04/18/18 8:30,22.6917,18.96
1228,04/18/18 8:45,22.6917,19.38
1229,04/18/18 9:00,22.6917,19.49
1230,04/18/18 9:15,22.6917,19.52
1231,04/18/18 9:30,22.6917,19.93
1232,04/18/18 9:45,22.6917,19.82
1233,04/18/18 10:00,22.6917,19.41
1234,04/18/18 10:15,22.6917,19.38
1235,04/18/18 10:30,22.6917,20.01
1236,04/18/18 10:45,22.6917,19.86
1237,04/18/18 11:00,22.6917,19.19
1238,04/18/18 11:15,22.6917,15.37
1239,04/18/18 11:30,22.6917,17.44
1240,04/18/18 11:45,22.6917,17.83
