sample_number,date_time,pressure,temperature
829,1/21/2018 3:45,930.7,14.709
830,1/21/2018 4:00,930.66,14.613
831,1/21/2018 4:15,930.91,14.613
832,1/21/2018 4:30,930.78,14.613
833,1/21/2018 4:45,930.91,14.613
834,1/21/2018 5:00,930.78,14.613
835,1/21/2018 5:15,931.16,14.613
836,1/21/2018 5:30,931.28,14.613
837,1/21/2018 5:45,931.4,14.613
838,1/21/2018 6:00,931.44,14.709
839,1/21/2018 6:15,931.69,14.709
840,1/21/2018 6:30,931.69,14.709
841,1/21/2018 6:45,931.94,14.709
842,1/21/2018 7:00,931.9,14.613
843,1/21/2018 7:15,932.03,14.613
844,1/21/2018 7:30,932.15,14.613
845,1/21/2018 7:45,932.43,14.709
846,1/21/2018 8:00,932.43,14.709
847,1/21/2018 8:15,932.69,14.709
848,1/21/2018 8:30,932.81,14.709
849,1/21/2018 8:45,932.93,14.709
850,1/21/2018 9:00,933.18,14.709
851,1/21/2018 9:15,933.55,14.709
852,1/21/2018 9:30,933.64,14.613
853,1/21/2018 9:45,934.01,14.613
854,1/21/2018 10:00,933.89,14.613
855,1/21/2018 10:15,934.01,14.613
856,1/21/2018 10:30,934.13,14.613
857,1/21/2018 10:45,934.05,14.709
858,1/21/2018 11:00,933.8,14.709
859,1/21/2018 11:15,933.55,14.709
860,1/21/2018 11:30,933.55,14.709
861,1/21/2018 11:45,933.43,14.709
862,1/21/2018 12:00,933.3,14.709
863,1/21/2018 12:15,933.3,14.709
864,1/21/2018 12:30,932.93,14.709
865,1/21/2018 12:45,932.69,14.709
866,1/21/2018 13:00,932.56,14.709
867,1/21/2018 13:15,932.43,14.709
868,1/21/2018 13:30,932.18,14.709
869,1/21/2018 13:45,932.31,14.709
870,1/21/2018 14:00,932.31,14.709
871,1/21/2018 14:15,932.43,14.709
872,1/21/2018 14:30,932.31,14.709
873,1/21/2018 14:45,932.43,14.709
874,1/21/2018 15:00,932.43,14.709
875,1/21/2018 15:15,932.31,14.709
876,1/21/2018 15:30,932.31,14.709
877,1/21/2018 15:45,932.31,14.709
878,1/21/2018 16:00,932.31,14.709
879,1/21/2018 16:15,932.31,14.709
880,1/21/2018 16:30,932.31,14.709
881,1/21/2018 16:45,932.06,14.709
882,1/21/2018 17:00,932.31,14.709
883,1/21/2018 17:15,932.56,14.709
884,1/21/2018 17:30,932.69,14.709
885,1/21/2018 17:45,932.69,14.709
886,1/21/2018 18:00,932.56,14.709
887,1/21/2018 18:15,932.56,14.709
888,1/21/2018 18:30,932.69,14.709
889,1/21/2018 18:45,932.69,14.709
890,1/21/2018 19:00,932.81,14.709
891,1/21/2018 19:15,932.81,14.709
892,1/21/2018 19:30,932.93,14.709
893,1/21/2018 19:45,932.81,14.709
894,1/21/2018 20:00,932.93,14.709
895,1/21/2018 20:15,932.93,14.709
896,1/21/2018 20:30,933.05,14.709
897,1/21/2018 20:45,932.93,14.709
898,1/21/2018 21:00,932.93,14.709
899,1/21/2018 21:15,933.05,14.709
900,1/21/2018 21:30,933.05,14.709
901,1/21/2018 21:45,933.05,14.709
902,1/21/2018 22:00,933.18,14.709
903,1/21/2018 22:15,933.3,14.709
904,1/21/2018 22:30,933.3,14.709
905,1/21/2018 22:45,933.3,14.709
906,1/21/2018 23:00,933.18,14.709
907,1/21/2018 23:15,933.3,14.709
908,1/21/2018 23:30,933.18,14.709
909,1/21/2018 23:45,933.05,14.709
910,1/22/2018 0:00,933.05,14.709
911,1/22/2018 0:15,933.05,14.709
912,1/22/2018 0:30,932.93,14.709
913,1/22/2018 0:45,932.93,14.709
914,1/22/2018 1:00,932.93,14.709
915,1/22/2018 1:15,932.81,14.709
916,1/22/2018 1:30,932.81,14.709
917,1/22/2018 1:45,932.81,14.709
918,1/22/2018 2:00,932.81,14.709
919,1/22/2018 2:15,932.81,14.709
920,1/22/2018 2:30,932.93,14.709
921,1/22/2018 2:45,932.69,14.709
922,1/22/2018 3:00,932.56,14.709
923,1/22/2018 3:15,932.56,14.709
924,1/22/2018 3:30,932.43,14.709
925,1/22/2018 3:45,932.43,14.709
926,1/22/2018 4:00,932.31,14.709
927,1/22/2018 4:15,932.31,14.709
928,1/22/2018 4:30,932.18,14.709
929,1/22/2018 4:45,932.18,14.709
930,1/22/2018 5:00,932.06,14.709
931,1/22/2018 5:15,932.18,14.709
932,1/22/2018 5:30,932.18,14.709
933,1/22/2018 5:45,932.31,14.709
934,1/22/2018 6:00,932.31,14.709
935,1/22/2018 6:15,932.31,14.709
936,1/22/2018 6:30,932.06,14.709
937,1/22/2018 6:45,932.18,14.709
938,1/22/2018 7:00,932.18,14.709
939,1/22/2018 7:15,932.18,14.709
940,1/22/2018 7:30,932.06,14.709
941,1/22/2018 7:45,932.06,14.709
942,1/22/2018 8:00,931.94,14.709
943,1/22/2018 8:15,932.18,14.709
944,1/22/2018 8:30,932.06,14.709
945,1/22/2018 8:45,932.31,14.709
946,1/22/2018 9:00,932.31,14.709
947,1/22/2018 9:15,932.31,14.709
948,1/22/2018 9:30,932.31,14.709
949,1/22/2018 9:45,932.43,14.709
950,1/22/2018 10:00,932.6,14.804
951,1/22/2018 10:15,932.43,14.709
952,1/22/2018 10:30,932.56,14.709
953,1/22/2018 10:45,932.43,14.709
954,1/22/2018 11:00,932.06,14.709
955,1/22/2018 11:15,931.82,14.709
956,1/22/2018 11:30,931.69,14.709
957,1/22/2018 11:45,931.61,14.804
958,1/22/2018 12:00,931.73,14.804
959,1/22/2018 12:15,931.61,14.804
960,1/22/2018 12:30,931.35,14.804
961,1/22/2018 12:45,930.98,14.804
962,1/22/2018 13:00,930.7,14.709
963,1/22/2018 13:15,930.44,14.709
964,1/22/2018 13:30,930.44,14.709
965,1/22/2018 13:45,930.32,14.709
966,1/22/2018 14:00,930.32,14.709
967,1/22/2018 14:15,930.32,14.709
968,1/22/2018 14:30,930.23,14.804
969,1/22/2018 14:45,930.23,14.804
970,1/22/2018 15:00,930.23,14.804
971,1/22/2018 15:15,930.11,14.804
972,1/22/2018 15:30,930.11,14.804
973,1/22/2018 15:45,929.83,14.709
974,1/22/2018 16:00,929.7,14.709
975,1/22/2018 16:15,929.7,14.709
976,1/22/2018 16:30,929.62,14.804
977,1/22/2018 16:45,929.74,14.804
978,1/22/2018 17:00,929.87,14.804
979,1/22/2018 17:15,930.11,14.804
980,1/22/2018 17:30,930.11,14.804
981,1/22/2018 17:45,930.2,14.709
982,1/22/2018 18:00,930.44,14.709
983,1/22/2018 18:15,930.44,14.709
984,1/22/2018 18:30,930.44,14.709
985,1/22/2018 18:45,930.44,14.709
986,1/22/2018 19:00,930.49,14.804
987,1/22/2018 19:15,930.49,14.804
988,1/22/2018 19:30,930.49,14.804
989,1/22/2018 19:45,930.36,14.804
990,1/22/2018 20:00,930.36,14.804
991,1/22/2018 20:15,930.36,14.804
992,1/22/2018 20:30,930.11,14.804
993,1/22/2018 20:45,930.08,14.709
994,1/22/2018 21:00,930.2,14.709
995,1/22/2018 21:15,929.95,14.709
996,1/22/2018 21:30,929.99,14.804
997,1/22/2018 21:45,929.99,14.804
998,1/22/2018 22:00,929.99,14.804
999,1/22/2018 22:15,930.11,14.804
1000,1/22/2018 22:30,930.11,14.804
1001,1/22/2018 22:45,930.36,14.804
1002,1/22/2018 23:00,930.11,14.804
1003,1/22/2018 23:15,929.99,14.804
1004,1/22/2018 23:30,929.99,14.804
1005,1/22/2018 23:45,929.99,14.804
1006,1/23/2018 0:00,929.87,14.804
1007,1/23/2018 0:15,929.87,14.804
1008,1/23/2018 0:30,929.99,14.804
1009,1/23/2018 0:45,929.87,14.804
1010,1/23/2018 1:00,929.87,14.804
1011,1/23/2018 1:15,929.87,14.804
1012,1/23/2018 1:30,929.99,14.804
1013,1/23/2018 1:45,929.87,14.804
1014,1/23/2018 2:00,929.87,14.804
1015,1/23/2018 2:15,929.74,14.804
1016,1/23/2018 2:30,929.74,14.804
1017,1/23/2018 2:45,929.74,14.804
1018,1/23/2018 3:00,929.74,14.804
1019,1/23/2018 3:15,929.74,14.804
1020,1/23/2018 3:30,929.49,14.804
1021,1/23/2018 3:45,929.49,14.804
1022,1/23/2018 4:00,929.62,14.804
1023,1/23/2018 4:15,929.37,14.804
1024,1/23/2018 4:30,929.24,14.804
1025,1/23/2018 4:45,929,14.804
1026,1/23/2018 5:00,929,14.804
1027,1/23/2018 5:15,929.12,14.804
1028,1/23/2018 5:30,929.24,14.804
1029,1/23/2018 5:45,929.24,14.804
1030,1/23/2018 6:00,929.49,14.804
1031,1/23/2018 6:15,929.37,14.804
1032,1/23/2018 6:30,929.49,14.804
1033,1/23/2018 6:45,929.62,14.804
1034,1/23/2018 7:00,929.74,14.804
1035,1/23/2018 7:15,929.62,14.804
1036,1/23/2018 7:30,929.62,14.804
1037,1/23/2018 7:45,929.74,14.804
1038,1/23/2018 8:00,929.87,14.804
1039,1/23/2018 8:15,929.99,14.804
1040,1/23/2018 8:30,929.99,14.804
1041,1/23/2018 8:45,929.99,14.804
1042,1/23/2018 9:00,929.99,14.804
1043,1/23/2018 9:15,930.11,14.804
1044,1/23/2018 9:30,930.36,14.804
1045,1/23/2018 9:45,930.36,14.804
1046,1/23/2018 10:00,930.49,14.804
1047,1/23/2018 10:15,930.49,14.804
1048,1/23/2018 10:30,930.49,14.804
1049,1/23/2018 10:45,930.74,14.804
1050,1/23/2018 11:00,930.36,14.804
1051,1/23/2018 11:15,930.23,14.804
1052,1/23/2018 11:30,930.11,14.804
1053,1/23/2018 11:45,929.99,14.804
1054,1/23/2018 12:00,929.74,14.804
1055,1/23/2018 12:15,929.62,14.804
1056,1/23/2018 12:30,929.49,14.804
1057,1/23/2018 12:45,929.24,14.804
1058,1/23/2018 13:00,929,14.804
1059,1/23/2018 13:15,928.87,14.804
1060,1/23/2018 13:30,928.62,14.804
1061,1/23/2018 13:45,928.62,14.804
1062,1/23/2018 14:00,928.37,14.804
1063,1/23/2018 14:15,928.5,14.804
1064,1/23/2018 14:30,928.37,14.804
1065,1/23/2018 14:45,928.5,14.804
1066,1/23/2018 15:00,928.5,14.804
1067,1/23/2018 15:15,928.5,14.804
1068,1/23/2018 15:30,928.37,14.804
1069,1/23/2018 15:45,928.37,14.804
1070,1/23/2018 16:00,928.37,14.804
1071,1/23/2018 16:15,928.37,14.804
1072,1/23/2018 16:30,928.25,14.804
1073,1/23/2018 16:45,928.29,14.9
1074,1/23/2018 17:00,928.41,14.9
1075,1/23/2018 17:15,928.54,14.9
1076,1/23/2018 17:30,928.62,14.804
1077,1/23/2018 17:45,928.75,14.804
1078,1/23/2018 18:00,928.62,14.804
1079,1/23/2018 18:15,928.87,14.804
1080,1/23/2018 18:30,928.75,14.804
1081,1/23/2018 18:45,928.87,14.804
1082,1/23/2018 19:00,928.75,14.804
1083,1/23/2018 19:15,928.75,14.804
1084,1/23/2018 19:30,928.79,14.9
1085,1/23/2018 19:45,928.75,14.804
1086,1/23/2018 20:00,928.87,14.804
1087,1/23/2018 20:15,928.87,14.804
1088,1/23/2018 20:30,929,14.804
1089,1/23/2018 20:45,929,14.804
1090,1/23/2018 21:00,928.87,14.804
1091,1/23/2018 21:15,929,14.804
1092,1/23/2018 21:30,929,14.804
1093,1/23/2018 21:45,929.03,14.9
1094,1/23/2018 22:00,929.16,14.9
1095,1/23/2018 22:15,929.03,14.9
1096,1/23/2018 22:30,929.16,14.9
1097,1/23/2018 22:45,929.16,14.9
1098,1/23/2018 23:00,929.16,14.9
1099,1/23/2018 23:15,929.16,14.9
1100,1/23/2018 23:30,929.12,14.804
1101,1/23/2018 23:45,929,14.804
1102,1/24/2018 0:00,929,14.804
1103,1/24/2018 0:15,928.87,14.804
1104,1/24/2018 0:30,928.87,14.804
1105,1/24/2018 0:45,928.75,14.804
1106,1/24/2018 1:00,928.66,14.9
1107,1/24/2018 1:15,928.66,14.9
1108,1/24/2018 1:30,928.62,14.804
1109,1/24/2018 1:45,928.62,14.804
1110,1/24/2018 2:00,928.54,14.9
1111,1/24/2018 2:15,928.54,14.9
1112,1/24/2018 2:30,928.41,14.9
1113,1/24/2018 2:45,928.29,14.9
1114,1/24/2018 3:00,928.29,14.9
1115,1/24/2018 3:15,928.04,14.9
1116,1/24/2018 3:30,928.04,14.9
1117,1/24/2018 3:45,928.04,14.9
1118,1/24/2018 4:00,928.04,14.9
1119,1/24/2018 4:15,928,14.804
1120,1/24/2018 4:30,928.04,14.9
1121,1/24/2018 4:45,928,14.804
1122,1/24/2018 5:00,928.16,14.9
1123,1/24/2018 5:15,928.16,14.9
1124,1/24/2018 5:30,928.29,14.9
1125,1/24/2018 5:45,928.29,14.9
1126,1/24/2018 6:00,928.41,14.9
1127,1/24/2018 6:15,928.29,14.9
1128,1/24/2018 6:30,928.29,14.9
1129,1/24/2018 6:45,928.41,14.9
1130,1/24/2018 7:00,928.54,14.9
1131,1/24/2018 7:15,928.5,14.804
1132,1/24/2018 7:30,928.5,14.804
1133,1/24/2018 7:45,928.75,14.804
1134,1/24/2018 8:00,928.66,14.9
1135,1/24/2018 8:15,928.66,14.9
1136,1/24/2018 8:30,928.79,14.9
1137,1/24/2018 8:45,928.91,14.9
1138,1/24/2018 9:00,929.03,14.9
1139,1/24/2018 9:15,929.16,14.9
1140,1/24/2018 9:30,929.03,14.9
1141,1/24/2018 9:45,929.03,14.9
1142,1/24/2018 10:00,929.28,14.9
1143,1/24/2018 10:15,929.16,14.9
1144,1/24/2018 10:30,929.03,14.9
1145,1/24/2018 10:45,928.75,14.804
1146,1/24/2018 11:00,928.5,14.804
1147,1/24/2018 11:15,928.41,14.9
1148,1/24/2018 11:30,928.29,14.9
1149,1/24/2018 11:45,928.04,14.9
1150,1/24/2018 12:00,928.16,14.9
1151,1/24/2018 12:15,928.16,14.9
1152,1/24/2018 12:30,927.92,14.9
1153,1/24/2018 12:45,927.79,14.9
1154,1/24/2018 13:00,927.54,14.9
1155,1/24/2018 13:15,927.29,14.9
1156,1/24/2018 13:30,926.93,14.9
1157,1/24/2018 13:45,926.8,14.9
1158,1/24/2018 14:00,926.8,14.9
1159,1/24/2018 14:15,926.8,14.9
1160,1/24/2018 14:30,926.8,14.9
1161,1/24/2018 14:45,926.76,14.804
1162,1/24/2018 15:00,926.67,14.9
1163,1/24/2018 15:15,926.67,14.9
1164,1/24/2018 15:30,926.55,14.9
1165,1/24/2018 15:45,926.42,14.9
1166,1/24/2018 16:00,926.55,14.9
1167,1/24/2018 16:15,926.8,14.9
1168,1/24/2018 16:30,926.67,14.9
1169,1/24/2018 16:45,926.76,14.804
1170,1/24/2018 17:00,926.76,14.804
1171,1/24/2018 17:15,926.67,14.9
1172,1/24/2018 17:30,926.8,14.9
1173,1/24/2018 17:45,926.8,14.9
1174,1/24/2018 18:00,926.67,14.9
1175,1/24/2018 18:15,926.8,14.9
1176,1/24/2018 18:30,926.55,14.9
1177,1/24/2018 18:45,926.67,14.9
1178,1/24/2018 19:00,926.55,14.9
1179,1/24/2018 19:15,926.42,14.9
1180,1/24/2018 19:30,926.55,14.9
1181,1/24/2018 19:45,926.3,14.9
1182,1/24/2018 20:00,926.42,14.9
1183,1/24/2018 20:15,926.3,14.9
1184,1/24/2018 20:30,926.42,14.9
1185,1/24/2018 20:45,926.3,14.9
1186,1/24/2018 21:00,926.42,14.9
1187,1/24/2018 21:15,926.42,14.9
1188,1/24/2018 21:30,926.67,14.9
1189,1/24/2018 21:45,926.55,14.9
1190,1/24/2018 22:00,926.55,14.9
1191,1/24/2018 22:15,926.8,14.9
1192,1/24/2018 22:30,926.67,14.9
1193,1/24/2018 22:45,926.8,14.9
1194,1/24/2018 23:00,926.67,14.9
1195,1/24/2018 23:15,926.67,14.9
1196,1/24/2018 23:30,926.8,14.9
1197,1/24/2018 23:45,926.67,14.9
1198,1/25/2018 0:00,926.55,14.9
1199,1/25/2018 0:15,926.55,14.9
1200,1/25/2018 0:30,926.55,14.9
1201,1/25/2018 0:45,926.55,14.9
1202,1/25/2018 1:00,926.42,14.9
1203,1/25/2018 1:15,926.42,14.9
1204,1/25/2018 1:30,926.42,14.9
1205,1/25/2018 1:45,926.3,14.9
1206,1/25/2018 2:00,926.3,14.9
1207,1/25/2018 2:15,926.3,14.9
1208,1/25/2018 2:30,926.3,14.9
1209,1/25/2018 2:45,926.18,14.9
1210,1/25/2018 3:00,926.18,14.9
1211,1/25/2018 3:15,926.06,14.9
1212,1/25/2018 3:30,926.06,14.9
1213,1/25/2018 3:45,926.18,14.9
1214,1/25/2018 4:00,926.06,14.9
1215,1/25/2018 4:15,926.18,14.9
1216,1/25/2018 4:30,926.06,14.9
1217,1/25/2018 4:45,926.18,14.9
1218,1/25/2018 5:00,926.18,14.9
1219,1/25/2018 5:15,926.06,14.9
1220,1/25/2018 5:30,926.18,14.9
1221,1/25/2018 5:45,926.3,14.9
1222,1/25/2018 6:00,926.42,14.9
1223,1/25/2018 6:15,926.42,14.9
1224,1/25/2018 6:30,926.55,14.9
1225,1/25/2018 6:45,926.55,14.9
1226,1/25/2018 7:00,926.55,14.9
1227,1/25/2018 7:15,926.67,14.9
1228,1/25/2018 7:30,926.8,14.9
1229,1/25/2018 7:45,926.71,14.996
1230,1/25/2018 8:00,926.8,14.9
1231,1/25/2018 8:15,926.93,14.9
1232,1/25/2018 8:30,927.17,14.9
1233,1/25/2018 8:45,927.29,14.9
1234,1/25/2018 9:00,927.17,14.9
1235,1/25/2018 9:15,927.29,14.9
1236,1/25/2018 9:30,927.33,14.996
1237,1/25/2018 9:45,927.33,14.996
1238,1/25/2018 10:00,927.42,14.9
1239,1/25/2018 10:15,927.33,14.996
1240,1/25/2018 10:30,927.46,14.996
1241,1/25/2018 10:45,927.29,14.9
1242,1/25/2018 11:00,927.05,14.9
1243,1/25/2018 11:15,926.93,14.9
1244,1/25/2018 11:30,926.8,14.9
1245,1/25/2018 11:45,926.75,15.091
1246,1/25/2018 12:00,926.5,15.091
1247,1/25/2018 12:15,926.55,14.9
1248,1/25/2018 12:30,926.39,14.804
1249,1/25/2018 12:45,926.18,14.9
1250,1/25/2018 13:00,926.02,14.804
1251,1/25/2018 13:15,926.06,14.9
1252,1/25/2018 13:30,926.09,14.996
1253,1/25/2018 13:45,926.13,15.091
1254,1/25/2018 14:00,926,15.091
1255,1/25/2018 14:15,926.06,14.9
1256,1/25/2018 14:30,926.06,14.9
1257,1/25/2018 14:45,926.27,14.804
1258,1/25/2018 15:00,926.67,14.9
1259,1/25/2018 15:15,926.59,14.996
1260,1/25/2018 15:30,926.5,15.091
1261,1/25/2018 15:45,926.84,14.996
1262,1/25/2018 16:00,926.8,14.9
1263,1/25/2018 16:15,926.8,14.9
1264,1/25/2018 16:30,926.93,14.9
1265,1/25/2018 16:45,926.8,14.9
1266,1/25/2018 17:00,927.05,14.9
1267,1/25/2018 17:15,927.33,14.996
1268,1/25/2018 17:30,927.42,14.9
1269,1/25/2018 17:45,927.67,14.9
1270,1/25/2018 18:00,927.79,14.9
1271,1/25/2018 18:15,927.92,14.9
1272,1/25/2018 18:30,928.12,15.091
1273,1/25/2018 18:45,928.12,15.091
1274,1/25/2018 19:00,928.08,14.996
1275,1/25/2018 19:15,928.16,14.9
1276,1/25/2018 19:30,928.29,14.9
1277,1/25/2018 19:45,928.41,14.9
1278,1/25/2018 20:00,928.54,14.9
1279,1/25/2018 20:15,928.41,14.9
1280,1/25/2018 20:30,928.45,14.996
1281,1/25/2018 20:45,928.79,14.9
1282,1/25/2018 21:00,928.79,14.9
1283,1/25/2018 21:15,928.79,14.9
1284,1/25/2018 21:30,929.28,14.9
1285,1/25/2018 21:45,929.28,14.9
1286,1/25/2018 22:00,929.28,14.9
1287,1/25/2018 22:15,929.53,14.9
1288,1/25/2018 22:30,929.57,14.996
1289,1/25/2018 22:45,929.81,14.996
1290,1/25/2018 23:00,929.94,14.996
1291,1/25/2018 23:15,930.06,14.996
1292,1/25/2018 23:30,929.94,14.996
1293,1/25/2018 23:45,930.06,14.996
1294,1/26/2018 0:00,930.02,14.9
1295,1/26/2018 0:15,929.9,14.9
1296,1/26/2018 0:30,929.9,14.9
1297,1/26/2018 0:45,929.78,14.9
1298,1/26/2018 1:00,929.81,14.996
1299,1/26/2018 1:15,929.94,14.996
1300,1/26/2018 1:30,930.06,14.996
1301,1/26/2018 1:45,930.19,14.996
1302,1/26/2018 2:00,930.32,14.996
1303,1/26/2018 2:15,930.19,14.996
1304,1/26/2018 2:30,930.19,14.996
1305,1/26/2018 2:45,930.06,14.996
1306,1/26/2018 3:00,930.19,14.996
1307,1/26/2018 3:15,930.19,14.996
1308,1/26/2018 3:30,930.32,14.996
1309,1/26/2018 3:45,930.06,14.996
1310,1/26/2018 4:00,930.19,14.996
1311,1/26/2018 4:15,930.19,14.996
1312,1/26/2018 4:30,930.06,14.996
1313,1/26/2018 4:45,930.19,14.996
1314,1/26/2018 5:00,930.06,14.996
1315,1/26/2018 5:15,930.19,14.996
1316,1/26/2018 5:30,930.32,14.996
1317,1/26/2018 5:45,930.32,14.996
1318,1/26/2018 6:00,930.44,14.996
1319,1/26/2018 6:15,930.44,14.996
1320,1/26/2018 6:30,930.56,14.996
1321,1/26/2018 6:45,930.68,14.996
1322,1/26/2018 7:00,930.56,14.996
1323,1/26/2018 7:15,930.81,14.996
1324,1/26/2018 7:30,930.81,14.996
1325,1/26/2018 7:45,930.81,14.996
1326,1/26/2018 8:00,930.93,14.996
1327,1/26/2018 8:15,930.81,14.996
1328,1/26/2018 8:30,930.93,14.996
1329,1/26/2018 8:45,931.06,14.996
1330,1/26/2018 9:00,931.06,14.996
1331,1/26/2018 9:15,931.31,14.996
1332,1/26/2018 9:30,931.43,14.996
1333,1/26/2018 9:45,931.31,14.996
1334,1/26/2018 10:00,931.55,14.996
1335,1/26/2018 10:15,931.76,14.9
1336,1/26/2018 10:30,931.76,14.9
1337,1/26/2018 10:45,931.8,14.996
1338,1/26/2018 11:00,931.34,15.091
1339,1/26/2018 11:15,931.1,15.091
1340,1/26/2018 11:30,931.19,14.996
1341,1/26/2018 11:45,931.06,14.996
1342,1/26/2018 12:00,931.02,14.9
1343,1/26/2018 12:15,931.02,14.9
1344,1/26/2018 12:30,930.65,14.9
1345,1/26/2018 12:45,930.32,14.996
1346,1/26/2018 13:00,930.35,15.091
1347,1/26/2018 13:15,930.23,15.091
1348,1/26/2018 13:30,929.98,15.091
1349,1/26/2018 13:45,929.94,14.996
1350,1/26/2018 14:00,929.81,14.996
1351,1/26/2018 14:15,929.81,14.996
1352,1/26/2018 14:30,929.69,14.996
1353,1/26/2018 14:45,929.69,14.996
1354,1/26/2018 15:00,929.69,14.996
1355,1/26/2018 15:15,929.69,14.996
1356,1/26/2018 15:30,929.81,14.996
1357,1/26/2018 15:45,929.57,14.996
1358,1/26/2018 16:00,929.45,14.996
1359,1/26/2018 16:15,929.32,14.996
1360,1/26/2018 16:30,929.24,15.091
1361,1/26/2018 16:45,929.24,15.091
1362,1/26/2018 17:00,929.36,15.091
1363,1/26/2018 17:15,929.6,15.091
1364,1/26/2018 17:30,929.94,14.996
1365,1/26/2018 17:45,929.81,14.996
1366,1/26/2018 18:00,929.94,14.996
1367,1/26/2018 18:15,930.06,14.996
1368,1/26/2018 18:30,930.19,14.996
1369,1/26/2018 18:45,930.32,14.996
1370,1/26/2018 19:00,930.32,14.996
1371,1/26/2018 19:15,930.32,14.996
1372,1/26/2018 19:30,930.72,15.091
1373,1/26/2018 19:45,930.56,14.996
1374,1/26/2018 20:00,930.72,15.091
1375,1/26/2018 20:15,930.72,15.091
1376,1/26/2018 20:30,930.72,15.091
1377,1/26/2018 20:45,930.68,14.996
1378,1/26/2018 21:00,930.93,14.996
1379,1/26/2018 21:15,930.93,14.996
1380,1/26/2018 21:30,930.81,14.996
1381,1/26/2018 21:45,930.93,14.996
1382,1/26/2018 22:00,930.93,14.996
1383,1/26/2018 22:15,930.93,14.996
1384,1/26/2018 22:30,930.93,14.996
1385,1/26/2018 22:45,930.81,14.996
1386,1/26/2018 23:00,930.93,14.996
1387,1/26/2018 23:15,930.68,14.996
1388,1/26/2018 23:30,930.68,14.996
1389,1/26/2018 23:45,930.81,14.996
1390,1/27/2018 0:00,930.97,15.091
1391,1/27/2018 0:15,930.97,15.091
1392,1/27/2018 0:30,930.85,15.091
1393,1/27/2018 0:45,930.6,15.091
1394,1/27/2018 1:00,930.85,15.091
1395,1/27/2018 1:15,930.85,15.091
1396,1/27/2018 1:30,930.85,15.091
1397,1/27/2018 1:45,930.81,14.996
1398,1/27/2018 2:00,930.81,14.996
1399,1/27/2018 2:15,930.72,15.091
1400,1/27/2018 2:30,930.68,14.996
1401,1/27/2018 2:45,930.68,14.996
1402,1/27/2018 3:00,930.6,15.091
1403,1/27/2018 3:15,930.44,14.996
1404,1/27/2018 3:30,930.47,15.091
1405,1/27/2018 3:45,930.6,15.091
1406,1/27/2018 4:00,930.47,15.091
1407,1/27/2018 4:15,930.47,15.091
1408,1/27/2018 4:30,930.35,15.091
1409,1/27/2018 4:45,930.35,15.091
1410,1/27/2018 5:00,930.35,15.091
1411,1/27/2018 5:15,930.47,15.091
1412,1/27/2018 5:30,930.47,15.091
1413,1/27/2018 5:45,930.47,15.091
1414,1/27/2018 6:00,930.44,14.996
1415,1/27/2018 6:15,930.6,15.091
1416,1/27/2018 6:30,930.72,15.091
1417,1/27/2018 6:45,930.85,15.091
1418,1/27/2018 7:00,930.85,15.091
1419,1/27/2018 7:15,930.97,15.091
1420,1/27/2018 7:30,931.1,15.091
1421,1/27/2018 7:45,931.1,15.091
1422,1/27/2018 8:00,931.22,15.091
1423,1/27/2018 8:15,931.1,15.091
1424,1/27/2018 8:30,931.22,15.091
1425,1/27/2018 8:45,931.22,15.091
1426,1/27/2018 9:00,931.22,15.091
1427,1/27/2018 9:15,931.1,15.091
1428,1/27/2018 9:30,931.22,15.091
1429,1/27/2018 9:45,931.34,15.091
1430,1/27/2018 10:00,931.22,15.091
1431,1/27/2018 10:15,931.22,15.091
1432,1/27/2018 10:30,931.22,15.091
1433,1/27/2018 10:45,931.34,15.091
1434,1/27/2018 11:00,931.1,15.091
1435,1/27/2018 11:15,930.72,15.091
1436,1/27/2018 11:30,930.6,15.091
1437,1/27/2018 11:45,930.47,15.091
1438,1/27/2018 12:00,930.47,15.091
1439,1/27/2018 12:15,930.47,15.091
1440,1/27/2018 12:30,930.47,15.091
1441,1/27/2018 12:45,929.85,15.091
1442,1/27/2018 13:00,929.6,15.091
1443,1/27/2018 13:15,929.6,15.091
1444,1/27/2018 13:30,929.6,15.091
1445,1/27/2018 13:45,929.36,15.091
1446,1/27/2018 14:00,929.6,15.091
1447,1/27/2018 14:15,929.48,15.091
1448,1/27/2018 14:30,929.48,15.091
1449,1/27/2018 14:45,929.24,15.091
1450,1/27/2018 15:00,929.11,15.091
1451,1/27/2018 15:15,928.99,15.091
1452,1/27/2018 15:30,928.99,15.091
1453,1/27/2018 15:45,928.99,15.091
1454,1/27/2018 16:00,928.86,15.091
1455,1/27/2018 16:15,929.11,15.091
1456,1/27/2018 16:30,929.11,15.091
1457,1/27/2018 16:45,928.86,15.091
1458,1/27/2018 17:00,928.99,15.091
1459,1/27/2018 17:15,929.36,15.091
1460,1/27/2018 17:30,929.36,15.091
1461,1/27/2018 17:45,929.48,15.091
1462,1/27/2018 18:00,929.48,15.091
1463,1/27/2018 18:15,929.24,15.091
1464,1/27/2018 18:30,929.48,15.091
1465,1/27/2018 18:45,929.48,15.091
1466,1/27/2018 19:00,929.48,15.091
1467,1/27/2018 19:15,929.6,15.091
1468,1/27/2018 19:30,929.85,15.091
1469,1/27/2018 19:45,929.73,15.091
1470,1/27/2018 20:00,929.85,15.091
1471,1/27/2018 20:15,929.6,15.091
1472,1/27/2018 20:30,929.85,15.091
