sample_number,date_time,pressure,date_time,pressure,temperature
382,1/16/2018 12:15,764.49,1/16/2018 12:15,928.52,14.23
383,1/16/2018 12:30,764.43,1/16/2018 12:30,928.52,14.23
384,1/16/2018 12:45,764.19,1/16/2018 12:45,928.27,14.23
385,1/16/2018 13:00,764.04,1/16/2018 13:00,928.15,14.23
386,1/16/2018 13:15,764.07,1/16/2018 13:15,928.15,14.23
387,1/16/2018 13:30,764.07,1/16/2018 13:30,928.15,14.23
388,1/16/2018 13:45,764.04,1/16/2018 13:45,928.15,14.23
389,1/16/2018 14:00,763.75,1/16/2018 14:00,927.77,14.23
390,1/16/2018 14:15,763.65,1/16/2018 14:15,927.9,14.23
391,1/16/2018 14:30,763.69,1/16/2018 14:30,928.02,14.23
392,1/16/2018 14:45,763.77,1/16/2018 14:45,928.02,14.23
393,1/16/2018 15:00,763.74,1/16/2018 15:00,928.02,14.23
394,1/16/2018 15:15,763.93,1/16/2018 15:15,928.15,14.23
395,1/16/2018 15:30,763.85,1/16/2018 15:30,927.9,14.23
396,1/16/2018 15:45,763.72,1/16/2018 15:45,927.94,14.325
397,1/16/2018 16:00,763.7,1/16/2018 16:00,927.81,14.325
398,1/16/2018 16:15,763.67,1/16/2018 16:15,927.77,14.23
399,1/16/2018 16:30,763.83,1/16/2018 16:30,927.9,14.23
400,1/16/2018 16:45,763.73,1/16/2018 16:45,927.9,14.23
401,1/16/2018 17:00,763.96,1/16/2018 17:00,928.27,14.23
402,1/16/2018 17:15,764.09,1/16/2018 17:15,928.22,14.421
403,1/16/2018 17:30,763.91,1/16/2018 17:30,928.31,14.325
404,1/16/2018 17:45,763.89,1/16/2018 17:45,928.27,14.23
405,1/16/2018 18:00,763.79,1/16/2018 18:00,928.11,14.134
406,1/16/2018 18:15,763.86,1/16/2018 18:15,928.11,14.134
407,1/16/2018 18:30,763.7,1/16/2018 18:30,927.98,14.134
408,1/16/2018 18:45,763.77,1/16/2018 18:45,928.27,14.23
409,1/16/2018 19:00,764.01,1/16/2018 19:00,928.52,14.23
410,1/16/2018 19:15,764.08,1/16/2018 19:15,928.55,14.325
411,1/16/2018 19:30,764.21,1/16/2018 19:30,928.68,14.325
412,1/16/2018 19:45,764.27,1/16/2018 19:45,928.68,14.325
413,1/16/2018 20:00,764.1,1/16/2018 20:00,928.55,14.325
414,1/16/2018 20:15,764.16,1/16/2018 20:15,928.68,14.325
415,1/16/2018 20:30,764.16,1/16/2018 20:30,928.68,14.325
416,1/16/2018 20:45,764.17,1/16/2018 20:45,928.76,14.23
417,1/16/2018 21:00,764.23,1/16/2018 21:00,928.76,14.23
418,1/16/2018 21:15,764.29,1/16/2018 21:15,928.89,14.23
419,1/16/2018 21:30,764.3,1/16/2018 21:30,928.89,14.23
420,1/16/2018 21:45,764.36,1/16/2018 21:45,928.89,14.23
421,1/16/2018 22:00,764.66,1/16/2018 22:00,929.02,14.23
422,1/16/2018 22:15,764.43,1/16/2018 22:15,928.89,14.23
423,1/16/2018 22:30,764.37,1/16/2018 22:30,928.89,14.23
424,1/16/2018 22:45,764.6,1/16/2018 22:45,929.18,14.325
425,1/16/2018 23:00,764.66,1/16/2018 23:00,929.18,14.325
426,1/16/2018 23:15,764.49,1/16/2018 23:15,929.06,14.325
427,1/16/2018 23:30,764.43,1/16/2018 23:30,928.93,14.325
428,1/16/2018 23:45,764.49,1/16/2018 23:45,928.93,14.325
429,1/17/2018 0:00,764.25,1/17/2018 0:00,928.76,14.23
430,1/17/2018 0:15,764.19,1/17/2018 0:15,928.89,14.23
431,1/17/2018 0:30,764.25,1/17/2018 0:30,928.93,14.325
432,1/17/2018 0:45,764.31,1/17/2018 0:45,928.93,14.325
433,1/17/2018 1:00,764.25,1/17/2018 1:00,928.89,14.23
434,1/17/2018 1:15,764.43,1/17/2018 1:15,929.02,14.23
435,1/17/2018 1:30,764.25,1/17/2018 1:30,928.76,14.23
436,1/17/2018 1:45,764.19,1/17/2018 1:45,928.76,14.23
437,1/17/2018 2:00,764.19,1/17/2018 2:00,928.76,14.23
438,1/17/2018 2:15,764.19,1/17/2018 2:15,928.76,14.23
439,1/17/2018 2:30,764.25,1/17/2018 2:30,928.93,14.325
440,1/17/2018 2:45,764.25,1/17/2018 2:45,928.81,14.325
441,1/17/2018 3:00,763.95,1/17/2018 3:00,928.68,14.325
442,1/17/2018 3:15,764.07,1/17/2018 3:15,928.68,14.325
443,1/17/2018 3:30,763.77,1/17/2018 3:30,928.52,14.23
444,1/17/2018 3:45,763.77,1/17/2018 3:45,928.52,14.23
445,1/17/2018 4:00,764.01,1/17/2018 4:00,928.64,14.23
446,1/17/2018 4:15,763.95,1/17/2018 4:15,928.55,14.325
447,1/17/2018 4:30,763.95,1/17/2018 4:30,928.55,14.325
448,1/17/2018 4:45,764.07,1/17/2018 4:45,928.55,14.325
449,1/17/2018 5:00,763.89,1/17/2018 5:00,928.68,14.325
450,1/17/2018 5:15,764.13,1/17/2018 5:15,928.76,14.23
451,1/17/2018 5:30,764.3,1/17/2018 5:30,928.93,14.325
452,1/17/2018 5:45,764.24,1/17/2018 5:45,928.93,14.325
453,1/17/2018 6:00,764.41,1/17/2018 6:00,929.06,14.325
454,1/17/2018 6:15,764.29,1/17/2018 6:15,929.06,14.325
455,1/17/2018 6:30,764.46,1/17/2018 6:30,929.18,14.325
456,1/17/2018 6:45,764.58,1/17/2018 6:45,929.42,14.325
457,1/17/2018 7:00,764.64,1/17/2018 7:00,929.3,14.325
458,1/17/2018 7:15,764.34,1/17/2018 7:15,929.18,14.325
459,1/17/2018 7:30,764.34,1/17/2018 7:30,929.18,14.325
460,1/17/2018 7:45,764.52,1/17/2018 7:45,929.42,14.325
461,1/17/2018 8:00,764.64,1/17/2018 8:00,929.42,14.325
462,1/17/2018 8:15,764.77,1/17/2018 8:15,929.55,14.325
463,1/17/2018 8:30,765.07,1/17/2018 8:30,929.92,14.325
464,1/17/2018 8:45,765.26,1/17/2018 8:45,930.29,14.325
465,1/17/2018 9:00,765.49,1/17/2018 9:00,930.17,14.325
466,1/17/2018 9:15,765.58,1/17/2018 9:15,930.5,14.23
467,1/17/2018 9:30,765.92,1/17/2018 9:30,930.63,14.23
468,1/17/2018 9:45,765.88,1/17/2018 9:45,930.75,14.23
469,1/17/2018 10:00,765.96,1/17/2018 10:00,930.92,14.325
470,1/17/2018 10:15,765.95,1/17/2018 10:15,930.92,14.325
471,1/17/2018 10:30,766.12,1/17/2018 10:30,931.04,14.325
472,1/17/2018 10:45,766.09,1/17/2018 10:45,930.88,14.23
473,1/17/2018 11:00,766.2,1/17/2018 11:00,930.88,14.23
474,1/17/2018 11:15,766.02,1/17/2018 11:15,930.88,14.23
475,1/17/2018 11:30,765.99,1/17/2018 11:30,930.92,14.325
476,1/17/2018 11:45,765.92,1/17/2018 11:45,930.79,14.325
477,1/17/2018 12:00,765.76,1/17/2018 12:00,930.54,14.325
478,1/17/2018 12:15,765.56,1/17/2018 12:15,930.42,14.325
479,1/17/2018 12:30,765.45,1/17/2018 12:30,930.29,14.325
480,1/17/2018 12:45,765.29,1/17/2018 12:45,930.17,14.325
481,1/17/2018 13:00,765.13,1/17/2018 13:00,929.92,14.325
482,1/17/2018 13:15,765.08,1/17/2018 13:15,929.8,14.325
483,1/17/2018 13:30,765.07,1/17/2018 13:30,929.67,14.325
484,1/17/2018 13:45,764.79,1/17/2018 13:45,929.42,14.325
485,1/17/2018 14:00,764.58,1/17/2018 14:00,929.3,14.325
486,1/17/2018 14:15,764.67,1/17/2018 14:15,929.18,14.325
487,1/17/2018 14:30,764.46,1/17/2018 14:30,929.06,14.325
488,1/17/2018 14:45,764.3,1/17/2018 14:45,928.97,14.421
489,1/17/2018 15:00,764.22,1/17/2018 15:00,928.93,14.325
490,1/17/2018 15:15,764.13,1/17/2018 15:15,929.02,14.23
491,1/17/2018 15:30,764.03,1/17/2018 15:30,928.89,14.23
492,1/17/2018 15:45,764.22,1/17/2018 15:45,928.76,14.23
493,1/17/2018 16:00,764.12,1/17/2018 16:00,928.81,14.325
494,1/17/2018 16:15,764.28,1/17/2018 16:15,928.81,14.325
495,1/17/2018 16:30,764.26,1/17/2018 16:30,928.93,14.325
496,1/17/2018 16:45,764.28,1/17/2018 16:45,928.81,14.325
497,1/17/2018 17:00,764.18,1/17/2018 17:00,928.81,14.325
498,1/17/2018 17:15,764.12,1/17/2018 17:15,928.93,14.325
499,1/17/2018 17:30,764.12,1/17/2018 17:30,929.06,14.325
500,1/17/2018 17:45,764.07,1/17/2018 17:45,929.06,14.325
501,1/17/2018 18:00,764.22,1/17/2018 18:00,929.06,14.325
502,1/17/2018 18:15,764.17,1/17/2018 18:15,929.06,14.325
503,1/17/2018 18:30,764.2,1/17/2018 18:30,929.14,14.23
504,1/17/2018 18:45,764.05,1/17/2018 18:45,929.14,14.23
505,1/17/2018 19:00,764.18,1/17/2018 19:00,929.18,14.325
506,1/17/2018 19:15,763.95,1/17/2018 19:15,929.06,14.325
507,1/17/2018 19:30,763.95,1/17/2018 19:30,928.93,14.325
508,1/17/2018 19:45,763.89,1/17/2018 19:45,929.09,14.421
509,1/17/2018 20:00,763.96,1/17/2018 20:00,928.97,14.421
510,1/17/2018 20:15,763.91,1/17/2018 20:15,928.97,14.421
511,1/17/2018 20:30,763.92,1/17/2018 20:30,928.97,14.421
512,1/17/2018 20:45,763.92,1/17/2018 20:45,929.06,14.325
513,1/17/2018 21:00,763.99,1/17/2018 21:00,929.06,14.325
514,1/17/2018 21:15,764.05,1/17/2018 21:15,929.18,14.325
515,1/17/2018 21:30,764.12,1/17/2018 21:30,929.18,14.325
516,1/17/2018 21:45,764.18,1/17/2018 21:45,929.3,14.325
517,1/17/2018 22:00,764.18,1/17/2018 22:00,929.3,14.325
518,1/17/2018 22:15,764.24,1/17/2018 22:15,929.3,14.325
519,1/17/2018 22:30,764.3,1/17/2018 22:30,929.3,14.325
520,1/17/2018 22:45,764.25,1/17/2018 22:45,929.3,14.325
521,1/17/2018 23:00,764.13,1/17/2018 23:00,929.18,14.325
522,1/17/2018 23:15,763.83,1/17/2018 23:15,929.06,14.325
523,1/17/2018 23:30,763.65,1/17/2018 23:30,928.81,14.325
524,1/17/2018 23:45,763.77,1/17/2018 23:45,928.85,14.421
525,1/18/2018 0:00,763.71,1/18/2018 0:00,928.81,14.325
526,1/18/2018 0:15,763.77,1/18/2018 0:15,928.72,14.421
527,1/18/2018 0:30,763.83,1/18/2018 0:30,928.81,14.325
528,1/18/2018 0:45,763.89,1/18/2018 0:45,928.93,14.325
529,1/18/2018 1:00,763.83,1/18/2018 1:00,928.81,14.325
530,1/18/2018 1:15,763.83,1/18/2018 1:15,928.72,14.421
531,1/18/2018 1:30,763.71,1/18/2018 1:30,928.85,14.421
532,1/18/2018 1:45,763.77,1/18/2018 1:45,928.81,14.325
533,1/18/2018 2:00,763.66,1/18/2018 2:00,928.68,14.325
534,1/18/2018 2:15,763.66,1/18/2018 2:15,928.55,14.325
535,1/18/2018 2:30,763.48,1/18/2018 2:30,928.55,14.325
536,1/18/2018 2:45,763.37,1/18/2018 2:45,928.43,14.325
537,1/18/2018 3:00,763.25,1/18/2018 3:00,928.31,14.325
538,1/18/2018 3:15,763.07,1/18/2018 3:15,928.22,14.421
539,1/18/2018 3:30,763.07,1/18/2018 3:30,928.1,14.421
540,1/18/2018 3:45,763.01,1/18/2018 3:45,928.22,14.421
541,1/18/2018 4:00,762.89,1/18/2018 4:00,928.06,14.325
542,1/18/2018 4:15,762.89,1/18/2018 4:15,928.06,14.325
543,1/18/2018 4:30,762.89,1/18/2018 4:30,927.94,14.325
544,1/18/2018 4:45,762.83,1/18/2018 4:45,927.94,14.325
545,1/18/2018 5:00,762.65,1/18/2018 5:00,927.94,14.325
546,1/18/2018 5:15,762.71,1/18/2018 5:15,927.94,14.325
547,1/18/2018 5:30,762.77,1/18/2018 5:30,927.94,14.325
548,1/18/2018 5:45,762.59,1/18/2018 5:45,927.98,14.421
549,1/18/2018 6:00,762.76,1/18/2018 6:00,928.1,14.421
550,1/18/2018 6:15,762.64,1/18/2018 6:15,927.81,14.325
551,1/18/2018 6:30,762.51,1/18/2018 6:30,927.98,14.421
552,1/18/2018 6:45,762.51,1/18/2018 6:45,927.94,14.325
553,1/18/2018 7:00,762.57,1/18/2018 7:00,927.94,14.325
554,1/18/2018 7:15,762.69,1/18/2018 7:15,927.98,14.421
555,1/18/2018 7:30,762.81,1/18/2018 7:30,928.1,14.421
556,1/18/2018 7:45,762.81,1/18/2018 7:45,928.06,14.325
557,1/18/2018 8:00,762.93,1/18/2018 8:00,928.19,14.325
558,1/18/2018 8:15,762.88,1/18/2018 8:15,928.06,14.325
559,1/18/2018 8:30,763.07,1/18/2018 8:30,928.31,14.325
560,1/18/2018 8:45,763.37,1/18/2018 8:45,928.34,14.421
561,1/18/2018 9:00,763.29,1/18/2018 9:00,928.34,14.421
562,1/18/2018 9:15,763.32,1/18/2018 9:15,928.34,14.421
563,1/18/2018 9:30,763.88,1/18/2018 9:30,928.72,14.421
564,1/18/2018 9:45,763.79,1/18/2018 9:45,928.55,14.325
565,1/18/2018 10:00,763.9,1/18/2018 10:00,928.81,14.325
566,1/18/2018 10:15,764.12,1/18/2018 10:15,928.93,14.325
567,1/18/2018 10:30,764.34,1/18/2018 10:30,929.09,14.421
568,1/18/2018 10:45,764.37,1/18/2018 10:45,928.97,14.421
569,1/18/2018 11:00,764.08,1/18/2018 11:00,928.59,14.421
570,1/18/2018 11:15,763.88,1/18/2018 11:15,928.34,14.421
571,1/18/2018 11:30,763.61,1/18/2018 11:30,928.06,14.325
572,1/18/2018 11:45,763.71,1/18/2018 11:45,928.1,14.421
573,1/18/2018 12:00,763.51,1/18/2018 12:00,928.1,14.421
574,1/18/2018 12:15,763.41,1/18/2018 12:15,928.06,14.325
575,1/18/2018 12:30,763.38,1/18/2018 12:30,927.81,14.325
576,1/18/2018 12:45,762.81,1/18/2018 12:45,927.32,14.325
577,1/18/2018 13:00,762.67,1/18/2018 13:00,927.11,14.421
578,1/18/2018 13:15,762.47,1/18/2018 13:15,926.73,14.421
579,1/18/2018 13:30,762.37,1/18/2018 13:30,926.48,14.421
580,1/18/2018 13:45,762.2,1/18/2018 13:45,926.57,14.325
581,1/18/2018 14:00,762.23,1/18/2018 14:00,926.82,14.325
582,1/18/2018 14:15,762.4,1/18/2018 14:15,926.82,14.325
583,1/18/2018 14:30,762.24,1/18/2018 14:30,926.69,14.325
584,1/18/2018 14:45,762.11,1/18/2018 14:45,926.57,14.325
585,1/18/2018 15:00,761.87,1/18/2018 15:00,926.48,14.421
586,1/18/2018 15:15,761.69,1/18/2018 15:15,926.24,14.421
587,1/18/2018 15:30,761.76,1/18/2018 15:30,926.36,14.421
588,1/18/2018 15:45,761.64,1/18/2018 15:45,926.11,14.421
589,1/18/2018 16:00,761.85,1/18/2018 16:00,926.32,14.325
590,1/18/2018 16:15,761.64,1/18/2018 16:15,926.32,14.325
591,1/18/2018 16:30,761.69,1/18/2018 16:30,926.45,14.325
592,1/18/2018 16:45,761.64,1/18/2018 16:45,926.36,14.421
593,1/18/2018 17:00,761.63,1/18/2018 17:00,926.11,14.421
594,1/18/2018 17:15,761.43,1/18/2018 17:15,926.03,14.517
595,1/18/2018 17:30,761.41,1/18/2018 17:30,926.11,14.421
596,1/18/2018 17:45,761.45,1/18/2018 17:45,926.2,14.325
597,1/18/2018 18:00,761.29,1/18/2018 18:00,926.2,14.325
598,1/18/2018 18:15,761.41,1/18/2018 18:15,926.2,14.325
599,1/18/2018 18:30,761.6,1/18/2018 18:30,926.36,14.421
600,1/18/2018 18:45,761.67,1/18/2018 18:45,926.48,14.421
601,1/18/2018 19:00,761.73,1/18/2018 19:00,926.48,14.421
602,1/18/2018 19:15,761.63,1/18/2018 19:15,926.36,14.421
603,1/18/2018 19:30,761.41,1/18/2018 19:30,926.36,14.421
604,1/18/2018 19:45,761.55,1/18/2018 19:45,926.24,14.421
605,1/18/2018 20:00,761.44,1/18/2018 20:00,926.48,14.421
606,1/18/2018 20:15,761.63,1/18/2018 20:15,926.61,14.421
607,1/18/2018 20:30,761.7,1/18/2018 20:30,926.48,14.421
608,1/18/2018 20:45,761.75,1/18/2018 20:45,926.61,14.421
609,1/18/2018 21:00,761.82,1/18/2018 21:00,926.73,14.421
610,1/18/2018 21:15,761.7,1/18/2018 21:15,926.61,14.421
611,1/18/2018 21:30,761.83,1/18/2018 21:30,926.73,14.421
612,1/18/2018 21:45,761.84,1/18/2018 21:45,926.73,14.421
613,1/18/2018 22:00,761.84,1/18/2018 22:00,926.73,14.421
614,1/18/2018 22:15,761.96,1/18/2018 22:15,926.73,14.421
615,1/18/2018 22:30,762.03,1/18/2018 22:30,926.9,14.517
616,1/18/2018 22:45,761.91,1/18/2018 22:45,926.77,14.517
617,1/18/2018 23:00,761.97,1/18/2018 23:00,926.98,14.421
618,1/18/2018 23:15,761.86,1/18/2018 23:15,926.86,14.421
619,1/18/2018 23:30,761.99,1/18/2018 23:30,926.86,14.421
620,1/18/2018 23:45,761.76,1/18/2018 23:45,926.73,14.421
621,1/19/2018 0:00,761.76,1/19/2018 0:00,926.61,14.421
622,1/19/2018 0:15,761.76,1/19/2018 0:15,926.73,14.421
623,1/19/2018 0:30,761.7,1/19/2018 0:30,926.73,14.421
624,1/19/2018 0:45,761.65,1/19/2018 0:45,926.73,14.421
625,1/19/2018 1:00,761.48,1/19/2018 1:00,926.48,14.421
626,1/19/2018 1:15,761.59,1/19/2018 1:15,926.48,14.421
627,1/19/2018 1:30,761.57,1/19/2018 1:30,926.4,14.517
628,1/19/2018 1:45,761.63,1/19/2018 1:45,926.65,14.517
629,1/19/2018 2:00,761.64,1/19/2018 2:00,926.48,14.421
630,1/19/2018 2:15,761.53,1/19/2018 2:15,926.48,14.421
631,1/19/2018 2:30,761.42,1/19/2018 2:30,926.36,14.421
632,1/19/2018 2:45,761.24,1/19/2018 2:45,926.36,14.421
633,1/19/2018 3:00,761.24,1/19/2018 3:00,926.24,14.421
634,1/19/2018 3:15,761.13,1/19/2018 3:15,926.24,14.421
635,1/19/2018 3:30,761.19,1/19/2018 3:30,926.24,14.421
636,1/19/2018 3:45,761.07,1/19/2018 3:45,926.24,14.421
637,1/19/2018 4:00,761.07,1/19/2018 4:00,926.15,14.517
638,1/19/2018 4:15,760.77,1/19/2018 4:15,925.86,14.421
639,1/19/2018 4:30,760.71,1/19/2018 4:30,925.74,14.421
640,1/19/2018 4:45,760.65,1/19/2018 4:45,925.74,14.421
641,1/19/2018 5:00,760.83,1/19/2018 5:00,925.86,14.421
642,1/19/2018 5:15,760.71,1/19/2018 5:15,925.86,14.421
643,1/19/2018 5:30,760.59,1/19/2018 5:30,925.74,14.421
644,1/19/2018 5:45,760.71,1/19/2018 5:45,925.86,14.421
645,1/19/2018 6:00,760.71,1/19/2018 6:00,925.86,14.421
646,1/19/2018 6:15,760.77,1/19/2018 6:15,925.74,14.421
647,1/19/2018 6:30,760.83,1/19/2018 6:30,925.86,14.421
648,1/19/2018 6:45,760.89,1/19/2018 6:45,925.86,14.421
649,1/19/2018 7:00,760.89,1/19/2018 7:00,925.9,14.517
650,1/19/2018 7:15,761.06,1/19/2018 7:15,925.99,14.421
651,1/19/2018 7:30,761.05,1/19/2018 7:30,925.99,14.421
652,1/19/2018 7:45,761.1,1/19/2018 7:45,925.86,14.421
653,1/19/2018 8:00,761.2,1/19/2018 8:00,925.99,14.421
654,1/19/2018 8:15,761.48,1/19/2018 8:15,926.24,14.421
655,1/19/2018 8:30,761.52,1/19/2018 8:30,926.11,14.421
656,1/19/2018 8:45,761.5,1/19/2018 8:45,926.36,14.421
657,1/19/2018 9:00,761.61,1/19/2018 9:00,926.24,14.421
658,1/19/2018 9:15,761.72,1/19/2018 9:15,926.52,14.517
659,1/19/2018 9:30,761.83,1/19/2018 9:30,926.48,14.421
660,1/19/2018 9:45,761.9,1/19/2018 9:45,926.61,14.421
661,1/19/2018 10:00,761.9,1/19/2018 10:00,926.61,14.421
662,1/19/2018 10:15,761.95,1/19/2018 10:15,926.73,14.421
663,1/19/2018 10:30,761.72,1/19/2018 10:30,926.48,14.421
664,1/19/2018 10:45,761.77,1/19/2018 10:45,926.52,14.517
665,1/19/2018 11:00,761.64,1/19/2018 11:00,926.4,14.517
666,1/19/2018 11:15,761.64,1/19/2018 11:15,926.15,14.517
667,1/19/2018 11:30,761.41,1/19/2018 11:30,926.15,14.517
668,1/19/2018 11:45,761.28,1/19/2018 11:45,925.99,14.421
669,1/19/2018 12:00,761.04,1/19/2018 12:00,925.74,14.421
670,1/19/2018 12:15,760.74,1/19/2018 12:15,925.53,14.517
671,1/19/2018 12:30,760.44,1/19/2018 12:30,925.28,14.517
672,1/19/2018 12:45,760.19,1/19/2018 12:45,924.99,14.421
673,1/19/2018 13:00,760.13,1/19/2018 13:00,924.74,14.421
674,1/19/2018 13:15,759.89,1/19/2018 13:15,924.74,14.421
675,1/19/2018 13:30,759.68,1/19/2018 13:30,924.5,14.421
676,1/19/2018 13:45,759.62,1/19/2018 13:45,924.41,14.517
677,1/19/2018 14:00,759.55,1/19/2018 14:00,924.41,14.517
678,1/19/2018 14:15,759.47,1/19/2018 14:15,924.17,14.517
679,1/19/2018 14:30,759.42,1/19/2018 14:30,924.13,14.421
680,1/19/2018 14:45,759.2,1/19/2018 14:45,923.92,14.517
681,1/19/2018 15:00,759.14,1/19/2018 15:00,923.92,14.517
682,1/19/2018 15:15,759.18,1/19/2018 15:15,924,14.421
683,1/19/2018 15:30,759.05,1/19/2018 15:30,923.75,14.421
684,1/19/2018 15:45,759.03,1/19/2018 15:45,924.04,14.517
685,1/19/2018 16:00,759.22,1/19/2018 16:00,923.67,14.517
686,1/19/2018 16:15,759.23,1/19/2018 16:15,923.67,14.517
687,1/19/2018 16:30,758.96,1/19/2018 16:30,923.63,14.421
688,1/19/2018 16:45,758.88,1/19/2018 16:45,923.72,14.325
689,1/19/2018 17:00,759.01,1/19/2018 17:00,923.75,14.421
690,1/19/2018 17:15,759.02,1/19/2018 17:15,923.67,14.517
691,1/19/2018 17:30,759.06,1/19/2018 17:30,923.99,14.709
692,1/19/2018 17:45,759.08,1/19/2018 17:45,924.08,14.613
693,1/19/2018 18:00,759.15,1/19/2018 18:00,924.04,14.517
694,1/19/2018 18:15,759.06,1/19/2018 18:15,924,14.421
695,1/19/2018 18:30,759.32,1/19/2018 18:30,924.21,14.325
696,1/19/2018 18:45,759.27,1/19/2018 18:45,924.34,14.325
697,1/19/2018 19:00,759.33,1/19/2018 19:00,924.38,14.421
698,1/19/2018 19:15,759.44,1/19/2018 19:15,924.17,14.517
699,1/19/2018 19:30,759.5,1/19/2018 19:30,924.41,14.517
700,1/19/2018 19:45,759.57,1/19/2018 19:45,924.53,14.517
701,1/19/2018 20:00,759.58,1/19/2018 20:00,924.7,14.613
702,1/19/2018 20:15,759.76,1/19/2018 20:15,924.83,14.613
703,1/19/2018 20:30,759.88,1/19/2018 20:30,924.95,14.613
704,1/19/2018 20:45,759.88,1/19/2018 20:45,925.04,14.517
705,1/19/2018 21:00,760.05,1/19/2018 21:00,925.25,14.421
706,1/19/2018 21:15,760.11,1/19/2018 21:15,925.37,14.421
707,1/19/2018 21:30,760.29,1/19/2018 21:30,925.4,14.517
708,1/19/2018 21:45,760.41,1/19/2018 21:45,925.49,14.421
709,1/19/2018 22:00,760.41,1/19/2018 22:00,925.65,14.517
710,1/19/2018 22:15,760.41,1/19/2018 22:15,925.53,14.517
711,1/19/2018 22:30,760.59,1/19/2018 22:30,925.65,14.517
712,1/19/2018 22:45,760.59,1/19/2018 22:45,925.57,14.613
713,1/19/2018 23:00,760.53,1/19/2018 23:00,925.65,14.517
714,1/19/2018 23:15,760.53,1/19/2018 23:15,925.4,14.517
715,1/19/2018 23:30,760.71,1/19/2018 23:30,925.74,14.421
716,1/19/2018 23:45,760.59,1/19/2018 23:45,925.74,14.421
717,1/20/2018 0:00,760.46,1/20/2018 0:00,925.61,14.421
718,1/20/2018 0:15,760.39,1/20/2018 0:15,925.65,14.517
719,1/20/2018 0:30,760.5,1/20/2018 0:30,925.86,14.421
720,1/20/2018 0:45,760.45,1/20/2018 0:45,925.74,14.421
721,1/20/2018 1:00,760.51,1/20/2018 1:00,925.78,14.517
722,1/20/2018 1:15,760.38,1/20/2018 1:15,925.65,14.517
723,1/20/2018 1:30,760.51,1/20/2018 1:30,925.69,14.613
724,1/20/2018 1:45,760.29,1/20/2018 1:45,925.69,14.613
725,1/20/2018 2:00,760.65,1/20/2018 2:00,925.65,14.517
726,1/20/2018 2:15,760.65,1/20/2018 2:15,925.78,14.517
727,1/20/2018 2:30,760.71,1/20/2018 2:30,925.65,14.517
728,1/20/2018 2:45,760.71,1/20/2018 2:45,925.61,14.421
729,1/20/2018 3:00,760.89,1/20/2018 3:00,925.99,14.421
730,1/20/2018 3:15,760.89,1/20/2018 3:15,925.65,14.517
731,1/20/2018 3:30,760.77,1/20/2018 3:30,925.57,14.613
732,1/20/2018 3:45,760.65,1/20/2018 3:45,925.69,14.613
733,1/20/2018 4:00,760.83,1/20/2018 4:00,925.86,14.421
734,1/20/2018 4:15,760.71,1/20/2018 4:15,925.74,14.421
735,1/20/2018 4:30,760.83,1/20/2018 4:30,925.86,14.421
736,1/20/2018 4:45,761,1/20/2018 4:45,926.19,14.613
737,1/20/2018 5:00,761.05,1/20/2018 5:00,926.19,14.613
738,1/20/2018 5:15,761.1,1/20/2018 5:15,926.11,14.421
739,1/20/2018 5:30,761.05,1/20/2018 5:30,926.36,14.421
740,1/20/2018 5:45,761.06,1/20/2018 5:45,926.24,14.421
741,1/20/2018 6:00,761.29,1/20/2018 6:00,926.52,14.517
742,1/20/2018 6:15,761.29,1/20/2018 6:15,926.19,14.613
743,1/20/2018 6:30,761.47,1/20/2018 6:30,926.48,14.709
744,1/20/2018 6:45,761.47,1/20/2018 6:45,926.52,14.517
745,1/20/2018 7:00,761.83,1/20/2018 7:00,926.73,14.421
746,1/20/2018 7:15,761.94,1/20/2018 7:15,926.61,14.421
747,1/20/2018 7:30,762.18,1/20/2018 7:30,926.93,14.613
748,1/20/2018 7:45,762.36,1/20/2018 7:45,927.39,14.517
749,1/20/2018 8:00,762.54,1/20/2018 8:00,927.52,14.517
750,1/20/2018 8:15,762.78,1/20/2018 8:15,927.8,14.613
751,1/20/2018 8:30,763.01,1/20/2018 8:30,927.85,14.421
752,1/20/2018 8:45,763.19,1/20/2018 8:45,928.13,14.517
753,1/20/2018 9:00,763.42,1/20/2018 9:00,928.26,14.517
754,1/20/2018 9:15,763.35,1/20/2018 9:15,928.55,14.613
755,1/20/2018 9:30,763.59,1/20/2018 9:30,928.58,14.709
756,1/20/2018 9:45,763.71,1/20/2018 9:45,928.62,14.804
757,1/20/2018 10:00,763.83,1/20/2018 10:00,928.67,14.613
758,1/20/2018 10:15,764,1/20/2018 10:15,928.88,14.517
759,1/20/2018 10:30,763.99,1/20/2018 10:30,928.59,14.421
760,1/20/2018 10:45,763.98,1/20/2018 10:45,928.51,14.517
761,1/20/2018 11:00,763.92,1/20/2018 11:00,928.38,14.517
762,1/20/2018 11:15,763.85,1/20/2018 11:15,928.3,14.613
763,1/20/2018 11:30,763.67,1/20/2018 11:30,928.3,14.613
764,1/20/2018 11:45,763.36,1/20/2018 11:45,927.92,14.613
765,1/20/2018 12:00,763.5,1/20/2018 12:00,928.05,14.613
766,1/20/2018 12:15,763.26,1/20/2018 12:15,927.89,14.517
767,1/20/2018 12:30,762.95,1/20/2018 12:30,927.89,14.517
768,1/20/2018 12:45,763.05,1/20/2018 12:45,927.52,14.517
769,1/20/2018 13:00,763.02,1/20/2018 13:00,927.92,14.613
