Plot Title: 20036649 Audubon 01,,,,,,,,
#,"Date Time, GMT-07:00","High Range, mS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)",Coupler Detached (LGR S/N: 20036649),Coupler Attached (LGR S/N: 20036649),Host Connected (LGR S/N: 20036649),Stopped (LGR S/N: 20036649),End Of File (LGR S/N: 20036649)
684,10/18/2017 19:45,54.0934,24.42,,,,,
685,10/18/2017 20:00,54.0934,24.32,,,,,
686,10/18/2017 20:15,54.0934,24.19,,,,,
687,10/18/2017 20:30,54.0934,23.97,,,,,
688,10/18/2017 20:45,54.0934,23.57,,,,,
689,10/18/2017 21:00,54.0934,23.27,,,,,
690,10/18/2017 21:15,54.0934,23.17,,,,,
691,10/18/2017 21:30,54.0934,22.91,,,,,
692,10/18/2017 21:45,54.0934,22.78,,,,,
693,10/18/2017 22:00,54.0934,22.59,,,,,
694,10/18/2017 22:15,54.0934,22.57,,,,,
695,10/18/2017 22:30,54.0934,22.5,,,,,
696,10/18/2017 22:45,54.0934,22.45,,,,,
697,10/18/2017 23:00,54.0934,22.27,,,,,
698,10/18/2017 23:15,54.0934,22.26,,,,,
699,10/18/2017 23:30,54.0934,22.08,,,,,
700,10/18/2017 23:45,54.0934,22.13,,,,,
701,10/19/2017 0:00,54.0934,22.14,,,,,
702,10/19/2017 0:15,54.0934,22.12,,,,,
703,10/19/2017 0:30,54.0934,22.09,,,,,
704,10/19/2017 0:45,54.0934,22.21,,,,,
705,10/19/2017 1:00,54.0934,22.16,,,,,
706,10/19/2017 1:15,54.0934,22.08,,,,,
707,10/19/2017 1:30,54.0934,22.01,,,,,
708,10/19/2017 1:45,54.0934,21.96,,,,,
709,10/19/2017 2:00,54.0934,21.86,,,,,
710,10/19/2017 2:15,54.0934,21.82,,,,,
711,10/19/2017 2:30,54.0934,21.78,,,,,
712,10/19/2017 2:45,54.0934,21.74,,,,,
713,10/19/2017 3:00,54.0934,21.7,,,,,
714,10/19/2017 3:15,54.0934,21.65,,,,,
715,10/19/2017 3:30,54.0934,21.65,,,,,
716,10/19/2017 3:45,54.0934,21.71,,,,,
717,10/19/2017 4:00,54.0934,21.67,,,,,
718,10/19/2017 4:15,54.0934,21.53,,,,,
719,10/19/2017 4:30,54.0934,21.51,,,,,
720,10/19/2017 4:45,54.0934,21.48,,,,,
721,10/19/2017 5:00,54.0934,21.43,,,,,
722,10/19/2017 5:15,54.0934,21.36,,,,,
723,10/19/2017 5:30,54.0934,21.29,,,,,
724,10/19/2017 5:45,54.0934,21.24,,,,,
725,10/19/2017 6:00,54.0934,21.18,,,,,
726,10/19/2017 6:15,54.0934,21.11,,,,,
727,10/19/2017 6:30,54.0934,21.06,,,,,
728,10/19/2017 6:45,54.0934,20.98,,,,,
729,10/19/2017 7:00,54.0934,20.92,,,,,
730,10/19/2017 7:15,54.0934,20.85,,,,,
731,10/19/2017 7:30,54.0934,20.76,,,,,
732,10/19/2017 7:45,54.0934,20.72,,,,,
733,10/19/2017 8:00,54.0934,20.72,,,,,
734,10/19/2017 8:15,54.0934,20.69,,,,,
735,10/19/2017 8:30,54.0934,20.64,,,,,
736,10/19/2017 8:45,54.0934,20.63,,,,,
737,10/19/2017 9:00,54.0934,20.62,,,,,
738,10/19/2017 9:15,54.0934,20.62,,,,,
739,10/19/2017 9:30,54.0934,20.64,,,,,
740,10/19/2017 9:45,54.0934,20.71,,,,,
741,10/19/2017 10:00,54.0934,20.75,,,,,
742,10/19/2017 10:15,54.0934,20.73,,,,,
743,10/19/2017 10:30,54.0934,20.66,,,,,
744,10/19/2017 10:45,54.0934,20.66,,,,,
745,10/19/2017 11:00,54.0934,20.69,,,,,
746,10/19/2017 11:15,54.0934,20.78,,,,,
747,10/19/2017 11:30,54.0934,22.08,,,,,
748,10/19/2017 11:45,54.0934,21.97,,,,,
749,10/19/2017 12:00,54.0934,21.86,,,,,
750,10/19/2017 12:15,54.0934,21.94,,,,,
751,10/19/2017 12:30,54.0934,22,,,,,
752,10/19/2017 12:45,54.0934,22.19,,,,,
753,10/19/2017 13:00,54.0934,23.24,,,,,
754,10/19/2017 13:15,54.0934,23.54,,,,,
755,10/19/2017 13:30,54.0934,23.58,,,,,
756,10/19/2017 13:45,54.0934,23.84,,,,,
757,10/19/2017 14:00,54.0934,24,,,,,
758,10/19/2017 14:15,54.0934,24.16,,,,,
759,10/19/2017 14:30,54.0934,24.37,,,,,
760,10/19/2017 14:45,54.0934,24.61,,,,,
761,10/19/2017 15:00,54.0934,24.55,,,,,
762,10/19/2017 15:15,54.0934,24.6,,,,,
763,10/19/2017 15:30,54.0934,24.42,,,,,
764,10/19/2017 15:45,54.0934,24.57,,,,,
765,10/19/2017 16:00,54.0934,24.45,,,,,
766,10/19/2017 16:15,54.0934,24.39,,,,,
767,10/19/2017 16:30,54.0934,24.42,,,,,
768,10/19/2017 16:45,54.0934,24.41,,,,,
769,10/19/2017 17:00,54.0934,24.38,,,,,
770,10/19/2017 17:15,54.0934,24.24,,,,,
771,10/19/2017 17:30,54.0934,24.23,,,,,
772,10/19/2017 17:45,54.0934,24.18,,,,,
773,10/19/2017 18:00,54.0934,24.11,,,,,
774,10/19/2017 18:15,54.0934,24.04,,,,,
775,10/19/2017 18:30,54.0934,23.95,,,,,
776,10/19/2017 18:45,54.0934,23.88,,,,,
777,10/19/2017 19:00,54.0934,23.79,,,,,
778,10/19/2017 19:15,54.0934,23.67,,,,,
779,10/19/2017 19:30,54.0934,23.57,,,,,
780,10/19/2017 19:45,54.0934,23.47,,,,,
781,10/19/2017 20:00,54.0934,23.43,,,,,
782,10/19/2017 20:15,54.0934,23.36,,,,,
783,10/19/2017 20:30,54.0934,23.29,,,,,
784,10/19/2017 20:45,54.0934,23.18,,,,,
785,10/19/2017 21:00,54.0934,23.07,,,,,
786,10/19/2017 21:15,54.0934,22.71,,,,,
787,10/19/2017 21:30,54.0934,22.69,,,,,
788,10/19/2017 21:45,54.0934,22.66,,,,,
789,10/19/2017 22:00,54.0934,22.52,,,,,
790,10/19/2017 22:15,54.0934,22.31,,,,,
791,10/19/2017 22:30,54.0934,22.31,,,,,
792,10/19/2017 22:45,54.0934,22.34,,,,,
793,10/19/2017 23:00,54.0934,22.27,,,,,
794,10/19/2017 23:15,54.0934,22.2,,,,,
795,10/19/2017 23:30,54.0934,22.09,,,,,
796,10/19/2017 23:45,54.0934,22.05,,,,,
797,10/20/2017 0:00,54.0934,22,,,,,
798,10/20/2017 0:15,54.0934,21.96,,,,,
799,10/20/2017 0:30,54.0934,21.85,,,,,
800,10/20/2017 0:45,54.0934,21.78,,,,,
801,10/20/2017 1:00,54.0934,21.73,,,,,
802,10/20/2017 1:15,54.0934,21.63,,,,,
803,10/20/2017 1:30,54.0934,21.52,,,,,
804,10/20/2017 1:45,54.0934,21.45,,,,,
805,10/20/2017 2:00,54.0934,21.37,,,,,
806,10/20/2017 2:15,54.0934,21.3,,,,,
807,10/20/2017 2:30,54.0934,21.25,,,,,
808,10/20/2017 2:45,54.0934,21.2,,,,,
809,10/20/2017 3:00,54.0934,21.15,,,,,
810,10/20/2017 3:15,54.0934,21.06,,,,,
811,10/20/2017 3:30,54.0934,21.02,,,,,
812,10/20/2017 3:45,54.0934,20.93,,,,,
813,10/20/2017 4:00,54.0934,20.85,,,,,
814,10/20/2017 4:15,54.0934,20.81,,,,,
815,10/20/2017 4:30,54.0934,20.76,,,,,
816,10/20/2017 4:45,54.0934,20.7,,,,,
817,10/20/2017 5:00,54.0934,20.68,,,,,
818,10/20/2017 5:15,54.0934,20.62,,,,,
819,10/20/2017 5:30,54.0934,20.55,,,,,
820,10/20/2017 5:45,54.0934,20.47,,,,,
821,10/20/2017 6:00,54.0934,20.42,,,,,
822,10/20/2017 6:15,54.0934,20.4,,,,,
823,10/20/2017 6:30,54.0934,20.36,,,,,
824,10/20/2017 6:45,54.0934,20.32,,,,,
825,10/20/2017 7:00,54.0934,20.28,,,,,
826,10/20/2017 7:15,54.0934,20.18,,,,,
827,10/20/2017 7:30,54.0934,20.11,,,,,
828,10/20/2017 7:45,54.0934,20.05,,,,,
829,10/20/2017 8:00,54.0934,20,,,,,
830,10/20/2017 8:15,54.0934,19.95,,,,,
831,10/20/2017 8:30,54.0934,19.94,,,,,
832,10/20/2017 8:45,54.0934,19.88,,,,,
833,10/20/2017 9:00,54.0934,19.83,,,,,
834,10/20/2017 9:15,54.0934,19.8,,,,,
835,10/20/2017 9:30,54.0934,19.77,,,,,
836,10/20/2017 9:45,54.0934,19.73,,,,,
837,10/20/2017 10:00,54.0934,19.74,,,,,
838,10/20/2017 10:15,54.0934,19.78,,,,,
839,10/20/2017 10:30,54.0934,19.82,,,,,
840,10/20/2017 10:45,54.0934,19.89,,,,,
841,10/20/2017 11:00,54.0934,19.93,,,,,
842,10/20/2017 11:15,54.0934,19.96,,,,,
843,10/20/2017 11:30,54.0934,20.02,,,,,
844,10/20/2017 11:45,54.0934,20.15,,,,,
845,10/20/2017 12:00,54.0934,20.24,,,,,
846,10/20/2017 12:15,54.0934,20.45,,,,,
847,10/20/2017 12:30,54.0934,20.56,,,,,
848,10/20/2017 12:45,54.0934,20.76,,,,,
849,10/20/2017 13:00,54.0934,20.93,,,,,
850,10/20/2017 13:15,54.0934,21.13,,,,,
851,10/20/2017 13:30,54.0934,21.25,,,,,
852,10/20/2017 13:45,54.0934,21.45,,,,,
853,10/20/2017 14:00,54.0934,21.6,,,,,
854,10/20/2017 14:15,54.0934,21.66,,,,,
855,10/20/2017 14:30,54.0934,21.73,,,,,
856,10/20/2017 14:45,54.0934,21.91,,,,,
857,10/20/2017 15:00,54.0934,21.99,,,,,
858,10/20/2017 15:15,54.0934,22.04,,,,,
859,10/20/2017 15:30,54.0934,22.12,,,,,
860,10/20/2017 15:45,54.0934,22.28,,,,,
861,10/20/2017 16:00,54.0934,22.37,,,,,
862,10/20/2017 16:15,54.0934,22.33,,,,,
863,10/20/2017 16:30,54.0934,22.23,,,,,
864,10/20/2017 16:45,54.0934,22.26,,,,,
865,10/20/2017 17:00,54.0934,22.23,,,,,
866,10/20/2017 17:15,54.0934,22.18,,,,,
867,10/20/2017 17:30,54.0934,22.07,,,,,
868,10/20/2017 17:45,54.0934,21.98,,,,,
869,10/20/2017 18:00,54.0934,21.85,,,,,
870,10/20/2017 18:15,54.0934,21.91,,,,,
871,10/20/2017 18:30,54.0934,21.9,,,,,
872,10/20/2017 18:45,54.0934,21.73,,,,,
873,10/20/2017 19:00,54.0934,21.69,,,,,
874,10/20/2017 19:15,54.0934,21.54,,,,,
875,10/20/2017 19:30,54.0934,21.43,,,,,
876,10/20/2017 19:45,54.0934,21.32,,,,,
877,10/20/2017 20:00,54.0934,21.2,,,,,
878,10/20/2017 20:15,54.0934,21.06,,,,,
879,10/20/2017 20:30,54.0934,21,,,,,
880,10/20/2017 20:45,54.0934,20.93,,,,,
881,10/20/2017 21:00,54.0934,20.81,,,,,
882,10/20/2017 21:15,54.0934,20.77,,,,,
883,10/20/2017 21:30,54.0934,20.61,,,,,
884,10/20/2017 21:45,54.0934,20.45,,,,,
885,10/20/2017 22:00,54.0934,20.33,,,,,
886,10/20/2017 22:15,54.0934,20.31,,,,,
887,10/20/2017 22:30,54.0934,20.25,,,,,
888,10/20/2017 22:45,54.0934,20.18,,,,,
889,10/20/2017 23:00,54.0934,20.1,,,,,
890,10/20/2017 23:15,54.0934,20.04,,,,,
891,10/20/2017 23:30,54.0934,20.01,,,,,
892,10/20/2017 23:45,54.0934,19.92,,,,,
893,10/21/2017 0:00,54.0934,19.88,,,,,
894,10/21/2017 0:15,54.0934,19.79,,,,,
895,10/21/2017 0:30,54.0934,19.74,,,,,
896,10/21/2017 0:45,54.0934,19.7,,,,,
897,10/21/2017 1:00,54.0934,19.65,,,,,
898,10/21/2017 1:15,54.0934,19.58,,,,,
899,10/21/2017 1:30,54.0934,19.51,,,,,
900,10/21/2017 1:45,54.0934,19.3,,,,,
901,10/21/2017 2:00,54.0934,19.19,,,,,
902,10/21/2017 2:15,54.0934,19.14,,,,,
903,10/21/2017 2:30,54.0934,19.05,,,,,
904,10/21/2017 2:45,54.0934,19.03,,,,,
905,10/21/2017 3:00,54.0934,18.93,,,,,
906,10/21/2017 3:15,54.0934,18.85,,,,,
907,10/21/2017 3:30,54.0934,18.81,,,,,
908,10/21/2017 3:45,54.0934,18.73,,,,,
909,10/21/2017 4:00,54.0934,18.7,,,,,
910,10/21/2017 4:15,54.0934,18.66,,,,,
911,10/21/2017 4:30,54.0934,18.62,,,,,
912,10/21/2017 4:45,54.0934,18.54,,,,,
913,10/21/2017 5:00,54.0934,18.47,,,,,
914,10/21/2017 5:15,54.0934,18.38,,,,,
915,10/21/2017 5:30,54.0934,18.35,,,,,
916,10/21/2017 5:45,54.0934,18.34,,,,,
917,10/21/2017 6:00,54.0934,18.29,,,,,
918,10/21/2017 6:15,54.0934,18.23,,,,,
919,10/21/2017 6:30,54.0934,18.15,,,,,
920,10/21/2017 6:45,54.0934,18.08,,,,,
921,10/21/2017 7:00,54.0934,18.01,,,,,
922,10/21/2017 7:15,54.0934,17.95,,,,,
923,10/21/2017 7:30,54.0934,17.87,,,,,
924,10/21/2017 7:45,54.0934,17.86,,,,,
925,10/21/2017 8:00,54.0934,17.82,,,,,
926,10/21/2017 8:15,54.0934,17.8,,,,,
927,10/21/2017 8:30,54.0934,17.76,,,,,
928,10/21/2017 8:45,54.0934,17.74,,,,,
929,10/21/2017 9:00,54.0934,17.69,,,,,
930,10/21/2017 9:15,54.0934,17.68,,,,,
931,10/21/2017 9:30,54.0934,17.68,,,,,
932,10/21/2017 9:45,54.0934,17.72,,,,,
933,10/21/2017 10:00,54.0934,17.77,,,,,
934,10/21/2017 10:15,54.0934,18.1,,,,,
935,10/21/2017 10:30,54.0934,18.06,,,,,
936,10/21/2017 10:45,54.0934,17.78,,,,,
937,10/21/2017 11:00,1.6387,19.75,,,,,
938,10/21/2017 11:15,1.0489,20.81,,,,,
939,10/21/2017 11:30,0,21.65,,,,,
940,10/21/2017 11:45,0,21.66,,,,,
941,10/21/2017 11:57,,,,Logged,,,
942,10/21/2017 11:58,,,,,Logged,,
943,10/21/2017 11:59,,,,,,Logged,Logged
