Plot Title: 20036649 Audubon 01,,,
#,"Date Time, GMT-08:00","High Range, mS/cm (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 uS)","Temp, °C (LGR S/N: 20036649, SEN S/N: 20036649, LBL: Audubon 01 oC)"
1,02/12/18 12:00:00 PM,17.7408,15.37
2,02/12/18 12:15:00 PM,17.7838,15.5
3,02/12/18 12:30:00 PM,17.9255,15.74
4,02/12/18 12:45:00 PM,18.0107,15.91
5,02/12/18 01:00:00 PM,18.0596,16.14
6,02/12/18 01:15:00 PM,17.9999,16.22
7,02/12/18 01:30:00 PM,18.0691,16.4
8,02/12/18 01:45:00 PM,18.1439,16.42
9,02/12/18 02:00:00 PM,18.3022,16.81
10,02/12/18 02:15:00 PM,18.3364,16.87
11,02/12/18 02:30:00 PM,18.309,16.88
12,02/12/18 02:45:00 PM,18.5357,17.3
13,02/12/18 03:00:00 PM,18.6629,17.59
14,02/12/18 03:15:00 PM,18.6324,17.24
15,02/12/18 03:30:00 PM,18.6962,17.4
16,02/12/18 03:45:00 PM,18.7697,17.44
17,02/12/18 04:00:00 PM,18.8282,17.4
18,02/12/18 04:15:00 PM,18.7656,17.46
19,02/12/18 04:30:00 PM,18.6975,17.41
20,02/12/18 04:45:00 PM,18.7253,17.37
21,02/12/18 05:00:00 PM,18.6989,17.3
22,02/12/18 05:15:00 PM,18.6006,17.42
23,02/12/18 05:30:00 PM,18.6048,17.36
24,02/12/18 05:45:00 PM,18.5219,17.21
25,02/12/18 06:00:00 PM,18.5371,17.11
26,02/12/18 06:15:00 PM,18.5371,17.01
27,02/12/18 06:30:00 PM,18.5343,16.99
28,02/12/18 06:45:00 PM,18.482,16.85
29,02/12/18 07:00:00 PM,18.4792,16.8
30,02/12/18 07:15:00 PM,18.4834,16.62
31,02/12/18 07:30:00 PM,18.4421,16.44
32,02/12/18 07:45:00 PM,18.3995,16.33
33,02/12/18 08:00:00 PM,18.3899,16.28
34,02/12/18 08:15:00 PM,18.3899,16.26
35,02/12/18 08:30:00 PM,18.3748,16.13
36,02/12/18 08:45:00 PM,18.2871,15.99
37,02/12/18 09:00:00 PM,18.2352,15.87
38,02/12/18 09:15:00 PM,18.3036,15.83
39,02/12/18 09:30:00 PM,18.268,15.73
40,02/12/18 09:45:00 PM,18.0949,15.49
41,02/12/18 10:00:00 PM,18.0067,15.39
42,02/12/18 10:15:00 PM,17.9485,15.28
43,02/12/18 10:30:00 PM,17.8957,15.27
44,02/12/18 10:45:00 PM,17.9336,15.14
45,02/12/18 11:00:00 PM,17.9241,15.18
46,02/12/18 11:15:00 PM,17.9701,15.21
47,02/12/18 11:30:00 PM,17.9539,15.12
48,02/12/18 11:45:00 PM,17.9485,15.12
49,02/13/18 12:00:00 AM,18.0094,15.14
50,02/13/18 12:15:00 AM,19.4667,15.46
51,02/13/18 12:30:00 AM,19.9724,15.57
52,02/13/18 12:45:00 AM,19.6873,15.46
53,02/13/18 01:00:00 AM,19.7363,15.53
54,02/13/18 01:15:00 AM,19.6255,15.48
55,02/13/18 01:30:00 AM,19.5667,15.46
56,02/13/18 01:45:00 AM,19.5095,15.43
57,02/13/18 02:00:00 AM,19.3628,15.38
58,02/13/18 02:15:00 AM,19.3543,15.34
59,02/13/18 02:30:00 AM,19.3599,15.37
60,02/13/18 02:45:00 AM,19.2465,15.3
61,02/13/18 03:00:00 AM,19.1421,15.23
62,02/13/18 03:15:00 AM,18.9595,15.12
63,02/13/18 03:30:00 AM,18.8589,15.06
64,02/13/18 03:45:00 AM,18.7225,14.99
65,02/13/18 04:00:00 AM,18.6338,14.79
66,02/13/18 04:15:00 AM,18.405,14.55
67,02/13/18 04:30:00 AM,17.8863,14.22
68,02/13/18 04:45:00 AM,17.6791,14.03
69,02/13/18 05:00:00 AM,17.6415,13.91
70,02/13/18 05:15:00 AM,17.6268,13.86
71,02/13/18 05:30:00 AM,17.4598,13.77
72,02/13/18 05:45:00 AM,17.4718,13.69
73,02/13/18 06:00:00 AM,17.4465,13.66
74,02/13/18 06:15:00 AM,17.6,13.68
75,02/13/18 06:30:00 AM,17.5372,13.55
76,02/13/18 06:45:00 AM,17.5826,13.57
77,02/13/18 07:00:00 AM,17.6683,13.6
78,02/13/18 07:15:00 AM,17.5078,13.43
79,02/13/18 07:30:00 AM,17.3561,13.25
80,02/13/18 07:45:00 AM,17.3601,13.26
81,02/13/18 08:00:00 AM,17.2116,13.12
82,02/13/18 08:15:00 AM,17.2434,13.1
83,02/13/18 08:30:00 AM,17.2182,13.02
84,02/13/18 08:45:00 AM,17.1021,12.8
85,02/13/18 09:00:00 AM,17.0704,12.77
86,02/13/18 09:15:00 AM,16.8984,12.65
87,02/13/18 09:30:00 AM,17.2646,13.1
88,02/13/18 09:45:00 AM,17.3906,13.32
89,02/13/18 10:00:00 AM,17.4678,13.49
90,02/13/18 10:15:00 AM,17.4838,13.5
91,02/13/18 10:30:00 AM,17.5679,13.64
92,02/13/18 10:45:00 AM,17.6214,13.8
93,02/13/18 11:00:00 AM,18.1194,13.94
94,02/13/18 11:15:00 AM,17.8674,13.88
95,02/13/18 11:30:00 AM,17.8728,14.29
96,02/13/18 11:45:00 AM,17.9106,14.28
97,02/13/18 12:00:00 PM,17.9593,14.51
98,02/13/18 12:15:00 PM,18.0094,14.65
99,02/13/18 12:30:00 PM,18.0121,14.69
100,02/13/18 12:45:00 PM,17.9715,14.6
101,02/13/18 01:00:00 PM,18.212,15.12
102,02/13/18 01:15:00 PM,18.2899,15.28
103,02/13/18 01:30:00 PM,18.0732,14.88
104,02/13/18 01:45:00 PM,18.0514,14.9
105,02/13/18 02:00:00 PM,18.2338,15.2
106,02/13/18 02:15:00 PM,18.0691,14.96
107,02/13/18 02:30:00 PM,18.0881,14.89
108,02/13/18 02:45:00 PM,18.0528,14.91
109,02/13/18 03:00:00 PM,18.1126,14.97
110,02/13/18 03:15:00 PM,18.1384,14.94
111,02/13/18 03:30:00 PM,18.1384,14.94
112,02/13/18 03:45:00 PM,18.9049,15.09
113,02/13/18 04:00:00 PM,19.0324,15.03
114,02/13/18 04:15:00 PM,18.9497,14.91
115,02/13/18 04:30:00 PM,19.1068,14.97
116,02/13/18 04:45:00 PM,18.8115,14.88
117,02/13/18 05:00:00 PM,19.1674,15.09
118,02/13/18 05:15:00 PM,18.9819,15.04
119,02/13/18 05:30:00 PM,18.9091,15
120,02/13/18 05:45:00 PM,18.9525,15.03
121,02/13/18 06:00:00 PM,19.0071,15.06
122,02/13/18 06:15:00 PM,19.0296,15.07
123,02/13/18 06:30:00 PM,18.8966,15.13
124,02/13/18 06:45:00 PM,19.1844,15.28
125,02/13/18 07:00:00 PM,19.2607,15.37
126,02/13/18 07:15:00 PM,19.3088,15.46
127,02/13/18 07:30:00 PM,19.3599,15.52
128,02/13/18 07:45:00 PM,19.2848,15.56
129,02/13/18 08:00:00 PM,19.3315,15.57
130,02/13/18 08:15:00 PM,19.4012,15.63
131,02/13/18 08:30:00 PM,19.4239,15.64
132,02/13/18 08:45:00 PM,19.4567,15.66
133,02/13/18 09:00:00 PM,19.5295,15.68
134,02/13/18 09:15:00 PM,19.5553,15.67
135,02/13/18 09:30:00 PM,19.5081,15.66
136,02/13/18 09:45:00 PM,19.4225,15.59
137,02/13/18 10:00:00 PM,19.4995,15.61
138,02/13/18 10:15:00 PM,19.6155,15.67
139,02/13/18 10:30:00 PM,19.6399,15.67
140,02/13/18 10:45:00 PM,19.6384,15.65
141,02/13/18 11:00:00 PM,19.521,15.59
142,02/13/18 11:15:00 PM,19.5453,15.58
143,02/13/18 11:30:00 PM,19.4126,15.42
144,02/13/18 11:45:00 PM,19.1872,15.33
145,02/14/18 12:00:00 AM,19.0169,15.12
146,02/14/18 12:15:00 AM,18.9231,15.05
147,02/14/18 12:30:00 AM,18.7059,14.79
148,02/14/18 12:45:00 AM,18.7156,14.74
149,02/14/18 01:00:00 AM,18.7461,14.79
150,02/14/18 01:15:00 AM,18.5675,14.59
151,02/14/18 01:30:00 AM,18.6449,14.62
152,02/14/18 01:45:00 AM,18.6851,14.61
153,02/14/18 02:00:00 AM,18.5523,14.47
154,02/14/18 02:15:00 AM,18.5495,14.46
155,02/14/18 02:30:00 AM,18.6089,14.43
156,02/14/18 02:45:00 AM,18.5192,14.36
157,02/14/18 03:00:00 AM,18.4916,14.25
158,02/14/18 03:15:00 AM,18.4022,14.16
159,02/14/18 03:30:00 AM,18.4476,14.16
160,02/14/18 03:45:00 AM,18.3844,14.07
161,02/14/18 04:00:00 AM,18.3775,14
162,02/14/18 04:15:00 AM,18.3337,13.95
163,02/14/18 04:30:00 AM,18.3282,13.92
164,02/14/18 04:45:00 AM,18.3145,13.88
165,02/14/18 05:00:00 AM,18.2707,13.8
166,02/14/18 05:15:00 AM,18.2721,13.8
167,02/14/18 05:30:00 AM,18.2721,13.8
168,02/14/18 05:45:00 AM,18.309,13.81
169,02/14/18 06:00:00 AM,18.2448,13.77
170,02/14/18 06:15:00 AM,18.2393,13.73
171,02/14/18 06:30:00 AM,18.1398,13.65
172,02/14/18 06:45:00 AM,18.1915,13.63
173,02/14/18 07:00:00 AM,18.1657,13.61
174,02/14/18 07:15:00 AM,18.1548,13.56
175,02/14/18 07:30:00 AM,18.1303,13.49
176,02/14/18 07:45:00 AM,18.1357,13.53
177,02/14/18 08:00:00 AM,18.1452,13.54
178,02/14/18 08:15:00 AM,18.1194,13.54
179,02/14/18 08:30:00 AM,18.1384,13.64
180,02/14/18 08:45:00 AM,18.283,13.72
181,02/14/18 09:00:00 AM,18.2885,13.71
182,02/14/18 09:15:00 AM,18.1534,13.69
183,02/14/18 09:30:00 AM,18.242,13.84
184,02/14/18 09:45:00 AM,18.405,13.91
185,02/14/18 10:00:00 AM,18.544,13.99
186,02/14/18 10:15:00 AM,18.383,14.08
187,02/14/18 10:30:00 AM,19.2055,14.45
188,02/14/18 10:45:00 AM,18.9693,14.56
189,02/14/18 11:00:00 AM,18.5896,14.52
190,02/14/18 11:15:00 AM,18.6975,14.67
191,02/14/18 11:30:00 AM,18.7447,14.75
192,02/14/18 11:45:00 AM,18.9385,14.91
193,02/14/18 12:00:00 PM,18.9525,15.12
194,02/14/18 12:15:00 PM,18.9329,15.18
195,02/14/18 12:30:00 PM,19.0914,15.44
196,02/14/18 12:45:00 PM,19.1392,15.59
197,02/14/18 01:00:00 PM,19.2578,15.75
198,02/14/18 01:15:00 PM,19.3472,15.95
199,02/14/18 01:30:00 PM,19.4867,16.11
200,02/14/18 01:45:00 PM,19.5324,16.19
201,02/14/18 02:00:00 PM,19.5124,16.39
202,02/14/18 02:15:00 PM,19.5567,16.48
203,02/14/18 02:30:00 PM,19.7233,16.54
204,02/14/18 02:45:00 PM,19.7579,16.62
205,02/14/18 03:00:00 PM,19.7897,16.69
206,02/14/18 03:15:00 PM,19.8316,16.76
207,02/14/18 03:30:00 PM,19.8461,16.82
208,02/14/18 03:45:00 PM,19.9084,17.08
209,02/14/18 04:00:00 PM,19.8881,17.02
210,02/14/18 04:15:00 PM,19.891,17.03
211,02/14/18 04:30:00 PM,20.114,17.49
212,02/14/18 04:45:00 PM,19.9767,17.24
213,02/14/18 05:00:00 PM,20.0818,17.47
214,02/14/18 05:15:00 PM,20.308,17.95
215,02/14/18 05:30:00 PM,20.3968,18.22
216,02/14/18 05:45:00 PM,20.1976,17.83
217,02/14/18 06:00:00 PM,20.1609,17.54
218,02/14/18 06:15:00 PM,20.1242,17.42
219,02/14/18 06:30:00 PM,20.0906,17.29
220,02/14/18 06:45:00 PM,20.1389,17.25
221,02/14/18 07:00:00 PM,20.1491,17.24
222,02/14/18 07:15:00 PM,20.177,17.26
223,02/14/18 07:30:00 PM,20.202,17.27
224,02/14/18 07:45:00 PM,20.3051,17.24
225,02/14/18 08:00:00 PM,20.3228,17.24
226,02/14/18 08:15:00 PM,20.3894,17.27
227,02/14/18 08:30:00 PM,20.4546,17.42
228,02/14/18 08:45:00 PM,20.8367,17.4
229,02/14/18 09:00:00 PM,20.3524,17.38
230,02/14/18 09:15:00 PM,20.3716,17.37
231,02/14/18 09:30:00 PM,21.3431,17.25
232,02/14/18 09:45:00 PM,21.791,17.17
233,02/14/18 10:00:00 PM,21.4642,17.07
234,02/14/18 10:15:00 PM,21.2257,17.04
235,02/14/18 10:30:00 PM,21.2411,17
236,02/14/18 10:45:00 PM,21.1397,16.99
237,02/14/18 11:00:00 PM,21.1704,16.95
238,02/14/18 11:15:00 PM,21.0036,16.94
239,02/14/18 11:30:00 PM,21.0525,16.88
240,02/14/18 11:45:00 PM,21.0463,16.87
241,02/15/18 12:00:00 AM,20.9945,16.84
242,02/15/18 12:15:00 AM,20.9246,16.8
243,02/15/18 12:30:00 AM,21.0647,16.81
244,02/15/18 12:45:00 AM,21.057,16.8
245,02/15/18 01:00:00 AM,21.0693,16.79
246,02/15/18 01:15:00 AM,20.8988,16.74
247,02/15/18 01:30:00 AM,20.9185,16.71
248,02/15/18 01:45:00 AM,20.7131,16.57
249,02/15/18 02:00:00 AM,20.7297,16.58
250,02/15/18 02:15:00 AM,20.7718,16.64
251,02/15/18 02:30:00 AM,20.6351,16.62
252,02/15/18 02:45:00 AM,20.6306,16.47
253,02/15/18 03:00:00 AM,20.5962,16.43
254,02/15/18 03:15:00 AM,20.5693,16.39
255,02/15/18 03:30:00 AM,20.5454,16.35
256,02/15/18 03:45:00 AM,20.4057,16.17
257,02/15/18 04:00:00 AM,20.4235,16.12
258,02/15/18 04:15:00 AM,19.7276,15.46
259,02/15/18 04:30:00 AM,19.4781,15.22
260,02/15/18 04:45:00 AM,19.4296,15.13
261,02/15/18 05:00:00 AM,19.2663,14.91
262,02/15/18 05:15:00 AM,19.1491,14.77
263,02/15/18 05:30:00 AM,19.1928,14.78
264,02/15/18 05:45:00 AM,19.1576,14.71
265,02/15/18 06:00:00 AM,19.1266,14.63
266,02/15/18 06:15:00 AM,19.0886,14.59
267,02/15/18 06:30:00 AM,19.1914,14.66
268,02/15/18 06:45:00 AM,19.2706,14.74
269,02/15/18 07:00:00 AM,19.3131,14.77
270,02/15/18 07:15:00 AM,19.1336,14.51
271,02/15/18 07:30:00 AM,19.0211,14.5
272,02/15/18 07:45:00 AM,19.0562,14.36
273,02/15/18 08:00:00 AM,19.2918,14.51
274,02/15/18 08:15:00 AM,18.9077,14.3
275,02/15/18 08:30:00 AM,18.9707,14.28
276,02/15/18 08:45:00 AM,18.9777,14.14
277,02/15/18 09:00:00 AM,18.8115,13.93
278,02/15/18 09:15:00 AM,18.7823,13.84
279,02/15/18 09:30:00 AM,18.6892,13.7
280,02/15/18 09:45:00 AM,18.5013,13.72
281,02/15/18 10:00:00 AM,18.4545,13.78
282,02/15/18 10:15:00 AM,19.1406,14.62
283,02/15/18 10:30:00 AM,19.2281,14.28
284,02/15/18 10:45:00 AM,19.3557,14.36
285,02/15/18 11:00:00 AM,19.3784,15.13
286,02/15/18 11:15:00 AM,19.4482,15.3
287,02/15/18 11:30:00 AM,19.6672,15.49
288,02/15/18 11:45:00 AM,19.4781,15.58
289,02/15/18 12:00:00 PM,19.6859,15.75
290,02/15/18 12:15:00 PM,19.7248,15.9
291,02/15/18 12:30:00 PM,19.8229,16.02
292,02/15/18 12:45:00 PM,19.8649,16.18
293,02/15/18 01:00:00 PM,19.8504,16.32
294,02/15/18 01:15:00 PM,19.9738,16.42
295,02/15/18 01:30:00 PM,20.0745,16.54
296,02/15/18 01:45:00 PM,20.1579,16.7
297,02/15/18 02:00:00 PM,20.2329,16.87
298,02/15/18 02:15:00 PM,20.2977,16.99
299,02/15/18 02:30:00 PM,20.3524,17.08
300,02/15/18 02:45:00 PM,20.3938,17.21
301,02/15/18 03:00:00 PM,20.4294,17.26
302,02/15/18 03:15:00 PM,20.4324,17.29
303,02/15/18 03:30:00 PM,20.4546,17.33
304,02/15/18 03:45:00 PM,20.4531,17.49
305,02/15/18 04:00:00 PM,20.5499,17.54
306,02/15/18 04:15:00 PM,20.5633,17.55
307,02/15/18 04:30:00 PM,20.5678,17.57
308,02/15/18 04:45:00 PM,20.4487,17.55
309,02/15/18 05:00:00 PM,20.5589,17.57
310,02/15/18 05:15:00 PM,20.5529,17.67
311,02/15/18 05:30:00 PM,20.5872,17.85
312,02/15/18 05:45:00 PM,20.535,17.64
313,02/15/18 06:00:00 PM,20.5872,17.56
314,02/15/18 06:15:00 PM,20.6007,17.63
315,02/15/18 06:30:00 PM,20.6037,17.57
316,02/15/18 06:45:00 PM,20.6022,17.57
317,02/15/18 07:00:00 PM,20.6037,17.59
318,02/15/18 07:15:00 PM,20.6861,17.61
319,02/15/18 07:30:00 PM,20.8579,17.76
320,02/15/18 07:45:00 PM,21.0952,17.94
321,02/15/18 08:00:00 PM,21.3818,17.93
322,02/15/18 08:15:00 PM,20.9064,17.93
323,02/15/18 08:30:00 PM,20.7146,17.85
324,02/15/18 08:45:00 PM,20.8126,17.8
325,02/15/18 09:00:00 PM,20.8065,17.72
326,02/15/18 09:15:00 PM,20.8005,17.65
327,02/15/18 09:30:00 PM,20.7944,17.61
328,02/15/18 09:45:00 PM,20.8277,17.54
329,02/15/18 10:00:00 PM,20.7899,17.47
330,02/15/18 10:15:00 PM,20.7839,17.42
331,02/15/18 10:30:00 PM,21.272,17.39
332,02/15/18 10:45:00 PM,21.1658,17.3
333,02/15/18 11:00:00 PM,21.2088,17.21
334,02/15/18 11:15:00 PM,21.2334,17.14
335,02/15/18 11:30:00 PM,21.1857,17.06
336,02/15/18 11:45:00 PM,21.0219,17
337,02/16/18 12:00:00 AM,21.0662,17
338,02/16/18 12:15:00 AM,20.8564,16.93
339,02/16/18 12:30:00 AM,20.9155,16.85
340,02/16/18 12:45:00 AM,20.8292,16.76
341,02/16/18 01:00:00 AM,20.7703,16.7
342,02/16/18 01:15:00 AM,20.7387,16.7
343,02/16/18 01:30:00 AM,20.7914,16.67
344,02/16/18 01:45:00 AM,20.4695,16.58
345,02/16/18 02:00:00 AM,20.6381,16.44
346,02/16/18 02:15:00 AM,20.6052,16.36
347,02/16/18 02:30:00 AM,20.4502,16.16
348,02/16/18 02:45:00 AM,20.2903,15.95
349,02/16/18 03:00:00 AM,20.111,15.78
350,02/16/18 03:15:00 AM,19.8041,15.41
351,02/16/18 03:30:00 AM,19.1773,15.19
352,02/16/18 03:45:00 AM,19.6456,15.19
353,02/16/18 04:00:00 AM,19.8359,15.31
354,02/16/18 04:15:00 AM,19.8649,15.3
355,02/16/18 04:30:00 AM,19.9593,15.39
356,02/16/18 04:45:00 AM,19.5725,15.01
357,02/16/18 05:00:00 AM,19.461,14.75
358,02/16/18 05:15:00 AM,19.4182,14.66
359,02/16/18 05:30:00 AM,19.4182,14.59
360,02/16/18 05:45:00 AM,19.3741,14.48
361,02/16/18 06:00:00 AM,19.3259,14.39
362,02/16/18 06:15:00 AM,19.2578,14.33
363,02/16/18 06:30:00 AM,19.1886,14.23
364,02/16/18 06:45:00 AM,19.1223,14.16
365,02/16/18 07:00:00 AM,19.1717,14.08
366,02/16/18 07:15:00 AM,19.1195,13.98
367,02/16/18 07:30:00 AM,19.104,13.93
368,02/16/18 07:45:00 AM,19.0914,13.88
369,02/16/18 08:00:00 AM,19.0872,13.87
370,02/16/18 08:15:00 AM,18.9805,13.87
371,02/16/18 08:30:00 AM,19.0984,13.84
372,02/16/18 08:45:00 AM,19.1477,13.88
373,02/16/18 09:00:00 AM,19.3344,14.02
374,02/16/18 09:15:00 AM,19.1463,13.81
375,02/16/18 09:30:00 AM,19.0155,13.85
376,02/16/18 09:45:00 AM,19.238,14.3
377,02/16/18 10:00:00 AM,19.2522,14.47
378,02/16/18 10:15:00 AM,19.4952,14.25
379,02/16/18 10:30:00 AM,19.5625,14.73
380,02/16/18 10:45:00 AM,19.7003,15.11
381,02/16/18 11:00:00 AM,19.7651,15.21
382,02/16/18 11:15:00 AM,19.8128,15.22
383,02/16/18 11:30:00 AM,19.8649,15.46
384,02/16/18 11:45:00 AM,19.7911,15.49
385,02/16/18 12:00:00 PM,20.0263,15.78
386,02/16/18 12:15:00 PM,20.1667,16.05
387,02/16/18 12:30:00 PM,20.1506,15.98
388,02/16/18 12:45:00 PM,20.2682,16.32
389,02/16/18 01:00:00 PM,20.4116,16.58
390,02/16/18 01:15:00 PM,20.4546,16.65
391,02/16/18 01:30:00 PM,20.5977,17
392,02/16/18 01:45:00 PM,20.6201,17.07
393,02/16/18 02:00:00 PM,20.6936,17.19
394,02/16/18 02:15:00 PM,20.5663,17.27
395,02/16/18 02:30:00 PM,20.7809,17.34
396,02/16/18 02:45:00 PM,20.808,17.4
397,02/16/18 03:00:00 PM,20.8473,17.47
398,02/16/18 03:15:00 PM,20.8927,17.56
399,02/16/18 03:30:00 PM,20.6906,17.48
400,02/16/18 03:45:00 PM,20.8035,17.39
401,02/16/18 04:00:00 PM,20.7131,17.34
402,02/16/18 04:15:00 PM,20.7733,17.33
403,02/16/18 04:30:00 PM,20.5947,17.07
404,02/16/18 04:45:00 PM,20.7101,17.21
405,02/16/18 05:00:00 PM,20.6861,17.36
406,02/16/18 05:15:00 PM,20.7643,17.46
407,02/16/18 05:30:00 PM,20.8594,17.36
408,02/16/18 05:45:00 PM,20.7357,17.16
409,02/16/18 06:00:00 PM,20.7176,17.16
410,02/16/18 06:15:00 PM,20.7342,17.21
411,02/16/18 06:30:00 PM,20.6831,17.27
412,02/16/18 06:45:00 PM,20.7553,17.27
413,02/16/18 07:00:00 PM,20.7748,17.24
414,02/16/18 07:15:00 PM,20.8503,17.21
415,02/16/18 07:30:00 PM,20.8579,17.29
416,02/16/18 07:45:00 PM,20.8549,17.25
417,02/16/18 08:00:00 PM,20.9049,17.29
418,02/16/18 08:15:00 PM,20.8958,17.32
419,02/16/18 08:30:00 PM,20.7703,17.37
420,02/16/18 08:45:00 PM,20.867,17.39
421,02/16/18 09:00:00 PM,20.8624,17.41
422,02/16/18 09:15:00 PM,20.7975,17.4
423,02/16/18 09:30:00 PM,20.7779,17.31
424,02/16/18 09:45:00 PM,20.7312,17.23
425,02/16/18 10:00:00 PM,20.7086,17.17
426,02/16/18 10:15:00 PM,20.6906,17.11
427,02/16/18 10:30:00 PM,20.6381,17.04
428,02/16/18 10:45:00 PM,20.6082,16.97
429,02/16/18 11:00:00 PM,20.5619,16.97
430,02/16/18 11:15:00 PM,20.5738,16.92
431,02/16/18 11:30:00 PM,20.535,16.81
432,02/16/18 11:45:00 PM,20.5559,16.81
433,02/17/18 12:00:00 AM,20.5186,16.74
434,02/17/18 12:15:00 AM,20.6981,16.8
435,02/17/18 12:30:00 AM,20.6516,16.74
436,02/17/18 12:45:00 AM,20.6726,16.72
437,02/17/18 01:00:00 AM,20.6666,16.66
438,02/17/18 01:15:00 AM,20.6666,16.61
439,02/17/18 01:30:00 AM,20.8609,16.58
440,02/17/18 01:45:00 AM,20.9291,16.59
441,02/17/18 02:00:00 AM,20.799,16.48
442,02/17/18 02:15:00 AM,21.0601,16.61
443,02/17/18 02:30:00 AM,21.0494,16.57
444,02/17/18 02:45:00 AM,20.6261,16.25
445,02/17/18 03:00:00 AM,20.5753,16.12
446,02/17/18 03:15:00 AM,20.4398,16.09
447,02/17/18 03:30:00 AM,20.3376,15.89
448,02/17/18 03:45:00 AM,20.3006,15.83
449,02/17/18 04:00:00 AM,20.3006,15.73
450,02/17/18 04:15:00 AM,20.1726,15.54
451,02/17/18 04:30:00 AM,19.7594,15.38
452,02/17/18 04:45:00 AM,19.8678,15.26
453,02/17/18 05:00:00 AM,20.0263,15.21
454,02/17/18 05:15:00 AM,19.8244,14.96
455,02/17/18 05:30:00 AM,19.8838,14.91
456,02/17/18 05:45:00 AM,19.6801,14.66
457,02/17/18 06:00:00 AM,19.7204,14.66
458,02/17/18 06:15:00 AM,19.5882,14.47
459,02/17/18 06:30:00 AM,19.4967,14.38
460,02/17/18 06:45:00 AM,19.5224,14.32
461,02/17/18 07:00:00 AM,19.531,14.32
462,02/17/18 07:15:00 AM,19.6873,14.45
463,02/17/18 07:30:00 AM,19.8258,14.61
464,02/17/18 07:45:00 AM,19.8562,14.63
465,02/17/18 08:00:00 AM,19.8229,14.71
466,02/17/18 08:15:00 AM,19.8273,14.71
467,02/17/18 08:30:00 AM,19.9171,14.67
468,02/17/18 08:45:00 AM,19.907,14.6
469,02/17/18 09:00:00 AM,19.8345,14.58
470,02/17/18 09:15:00 AM,19.8345,14.48
471,02/17/18 09:30:00 AM,19.491,14.07
472,02/17/18 09:45:00 AM,19.1745,13.85
473,02/17/18 10:00:00 AM,19.3244,13.94
474,02/17/18 10:15:00 AM,19.3855,14.09
475,02/17/18 10:30:00 AM,19.8273,14.46
476,02/17/18 10:45:00 AM,19.5682,14.24
477,02/17/18 11:00:00 AM,19.7579,14.5
478,02/17/18 11:15:00 AM,19.8171,14.41
479,02/17/18 11:30:00 AM,20.1858,14.93
480,02/17/18 11:45:00 AM,19.8229,14.56
481,02/17/18 12:00:00 PM,19.6715,14.35
482,02/17/18 12:15:00 PM,19.637,14.44
483,02/17/18 12:30:00 PM,19.7969,15.06
484,02/17/18 12:45:00 PM,19.8287,14.92
485,02/17/18 01:00:00 PM,19.8823,15.12
486,02/17/18 01:15:00 PM,20.1067,15.37
487,02/17/18 01:30:00 PM,20.2137,15.66
488,02/17/18 01:45:00 PM,20.376,15.93
489,02/17/18 02:00:00 PM,20.3376,15.83
490,02/17/18 02:15:00 PM,20.6291,16.1
491,02/17/18 02:30:00 PM,20.7417,16.16
492,02/17/18 02:45:00 PM,20.7297,16.37
493,02/17/18 03:00:00 PM,20.6906,16.77
494,02/17/18 03:15:00 PM,21.1857,17.68
495,02/17/18 03:30:00 PM,21.3865,18.5
496,02/17/18 03:45:00 PM,21.4798,18.59
497,02/17/18 04:00:00 PM,21.4954,18.51
498,02/17/18 04:15:00 PM,21.4253,18.72
499,02/17/18 04:30:00 PM,21.5548,18.62
500,02/17/18 04:45:00 PM,21.458,18.42
501,02/17/18 05:00:00 PM,21.3617,18.23
502,02/17/18 05:15:00 PM,21.2534,18.14
503,02/17/18 05:30:00 PM,21.2951,18.04
504,02/17/18 05:45:00 PM,21.2704,17.99
505,02/17/18 06:00:00 PM,21.2165,17.94
506,02/17/18 06:15:00 PM,21.2242,17.85
507,02/17/18 06:30:00 PM,21.1934,17.77
508,02/17/18 06:45:00 PM,21.1857,17.78
509,02/17/18 07:00:00 PM,21.0754,17.76
510,02/17/18 07:15:00 PM,21.1627,17.64
511,02/17/18 07:30:00 PM,21.1611,17.62
512,02/17/18 07:45:00 PM,21.0937,17.6
513,02/17/18 08:00:00 PM,21.1351,17.56
514,02/17/18 08:15:00 PM,21.08,17.52
515,02/17/18 08:30:00 PM,21.0448,17.48
516,02/17/18 08:45:00 PM,21.0097,17.4
517,02/17/18 09:00:00 PM,20.9702,17.32
518,02/17/18 09:15:00 PM,20.9155,17.27
519,02/17/18 09:30:00 PM,20.9215,17.19
520,02/17/18 09:45:00 PM,20.917,17.23
521,02/17/18 10:00:00 PM,20.9428,17.19
522,02/17/18 10:15:00 PM,20.9261,17.15
523,02/17/18 10:30:00 PM,20.8398,17.03
524,02/17/18 10:45:00 PM,20.8337,16.96
525,02/17/18 11:00:00 PM,20.7809,16.92
526,02/17/18 11:15:00 PM,20.8141,16.86
527,02/17/18 11:30:00 PM,20.7975,16.81
528,02/17/18 11:45:00 PM,20.7146,16.67
529,02/18/18 12:00:00 AM,20.6681,16.57
530,02/18/18 12:15:00 AM,20.6321,16.5
531,02/18/18 12:30:00 AM,20.6276,16.48
532,02/18/18 12:45:00 AM,20.6037,16.44
533,02/18/18 01:00:00 AM,20.6321,16.39
534,02/18/18 01:15:00 AM,20.5738,16.27
535,02/18/18 01:30:00 AM,20.5619,16.21
